id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,project_id,Project_Name,Project_Status
216,216,2024-05-02 08:27:49.136371,2024,5,2,25,Muara Laboh,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
217,217,2023-12-18 09:19:49.136371,2023,12,18,22,Dieng,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
218,218,2023-08-31 10:16:49.136371,2023,8,31,10,Mataloko,Lampung,2,Capacity Expansion Beta,Feasibility Study
219,219,2025-02-21 12:29:49.136371,2025,2,21,8,Lahendong,DKI Jakarta,4,Rural Electrification Delta,On Hold
220,220,2025-02-09 04:04:49.136371,2025,2,9,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
221,221,2024-05-23 15:49:49.136371,2024,5,23,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
222,222,2024-12-03 02:08:49.136371,2024,12,3,9,Ulumbu,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
223,223,2023-10-20 05:53:49.136371,2023,10,20,4,Kamojang,Sumatera Utara,4,Rural Electrification Delta,On Hold
224,224,2025-04-20 09:49:49.136371,2025,4,20,23,Sorik Marapi,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
225,225,2023-12-08 11:49:49.136371,2023,12,8,4,Kamojang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
226,226,2025-02-13 05:00:49.136371,2025,2,13,12,Suralaya,Jawa Timur,3,New Renewable Hub Gamma,In Progress
227,227,2024-08-14 12:57:49.136371,2024,8,14,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
228,228,2024-10-23 03:07:49.136371,2024,10,23,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
229,229,2025-05-15 05:21:49.136371,2025,5,15,7,Sibayak,Banten,5,Efficiency Upgrade Epsilon,Completed
230,230,2024-04-20 08:48:49.136371,2024,4,20,6,Wayang Windu,NTT,4,Rural Electrification Delta,On Hold
231,231,2025-05-02 02:18:49.136371,2025,5,2,11,Paiton,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
232,232,2023-08-27 14:19:49.136371,2023,8,27,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
233,233,2024-07-07 06:22:49.136371,2024,7,7,6,Wayang Windu,NTT,1,Grid Modernization Alpha,Planning
234,234,2024-08-23 22:13:49.136371,2024,8,23,23,Sorik Marapi,Jawa Timur,1,Grid Modernization Alpha,Planning
235,235,2025-02-12 18:59:49.136371,2025,2,12,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
236,236,2023-12-27 17:43:49.136371,2023,12,27,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
237,237,2023-08-30 05:33:49.136371,2023,8,30,6,Wayang Windu,NTT,5,Efficiency Upgrade Epsilon,Completed
238,238,2024-04-15 17:56:49.136371,2024,4,15,15,Muara Karang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
239,239,2024-05-16 12:12:49.136371,2024,5,16,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
240,240,2023-12-05 05:28:49.136371,2023,12,5,4,Kamojang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
241,241,2023-08-11 00:25:49.136371,2023,8,11,3,Saguling,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
242,242,2024-04-22 16:53:49.136371,2024,4,22,13,Tanjung Jati B,Jawa Barat,4,Rural Electrification Delta,On Hold
243,243,2023-12-15 06:57:49.136371,2023,12,15,3,Saguling,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
244,244,2023-08-25 01:32:49.136371,2023,8,25,21,Patuha,Lampung,3,New Renewable Hub Gamma,In Progress
245,245,2024-05-20 08:28:49.136371,2024,5,20,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
246,246,2023-08-08 09:45:49.136371,2023,8,8,17,Sidrap,NTT,4,Rural Electrification Delta,On Hold
247,247,2025-04-15 20:00:49.136371,2025,4,15,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
248,248,2023-06-06 14:17:49.136371,2023,6,6,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
249,249,2025-04-22 14:02:49.136371,2025,4,22,6,Wayang Windu,NTT,6,Maintenance Overhaul Zeta,Cancelled
250,250,2024-06-03 11:43:49.136371,2024,6,3,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
251,251,2023-11-16 19:24:49.136371,2023,11,16,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
252,252,2024-01-19 05:12:49.136371,2024,1,19,22,Dieng,Sumatera Selatan,5,Efficiency Upgrade Epsilon,Completed
253,253,2025-01-27 08:51:49.136371,2025,1,27,17,Sidrap,NTT,1,Grid Modernization Alpha,Planning
254,254,2024-10-06 23:34:49.136371,2024,10,6,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
255,255,2025-01-04 03:19:49.136371,2025,1,4,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
256,256,2023-06-09 06:51:49.136371,2023,6,9,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
257,257,2023-11-10 12:24:49.136371,2023,11,10,16,Tambak Lorok,Sulawesi Utara,5,Efficiency Upgrade Epsilon,Completed
258,258,2024-05-13 04:43:49.136371,2024,5,13,25,Muara Laboh,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
259,259,2024-08-01 16:11:49.136371,2024,8,1,15,Muara Karang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
260,260,2023-07-15 01:51:49.136371,2023,7,15,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
261,261,2024-07-05 13:32:49.136371,2024,7,5,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
262,262,2023-09-22 17:13:49.136371,2023,9,22,25,Muara Laboh,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
263,263,2025-04-17 20:38:49.136371,2025,4,17,3,Saguling,Jawa Tengah,1,Grid Modernization Alpha,Planning
264,264,2023-05-31 19:31:49.136371,2023,5,31,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
265,265,2023-09-16 11:22:49.136371,2023,9,16,22,Dieng,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
266,266,2023-06-18 03:19:49.136371,2023,6,18,7,Sibayak,Banten,5,Efficiency Upgrade Epsilon,Completed
267,267,2024-06-08 19:31:49.136371,2024,6,8,7,Sibayak,Banten,6,Maintenance Overhaul Zeta,Cancelled
268,268,2024-08-27 08:52:49.136371,2024,8,27,11,Paiton,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
269,269,2024-06-22 04:42:49.136371,2024,6,22,24,Rantau Dedap,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
270,270,2024-10-10 21:53:49.136371,2024,10,10,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
271,271,2024-09-30 23:10:49.136371,2024,9,30,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
272,272,2023-12-01 08:31:49.136371,2023,12,1,10,Mataloko,Lampung,1,Grid Modernization Alpha,Planning
273,273,2024-07-08 17:26:49.136371,2024,7,8,12,Suralaya,Jawa Timur,3,New Renewable Hub Gamma,In Progress
274,274,2024-01-30 02:37:49.136371,2024,1,30,9,Ulumbu,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
275,275,2023-07-08 09:57:49.136371,2023,7,8,24,Rantau Dedap,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
276,276,2023-08-03 14:37:49.136371,2023,8,3,2,Cirata,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
277,277,2025-05-25 05:31:49.136371,2025,5,25,15,Muara Karang,Sumatera Utara,5,Efficiency Upgrade Epsilon,Completed
278,278,2025-04-16 17:35:49.136371,2025,4,16,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
279,279,2025-04-17 00:55:49.136371,2025,4,17,4,Kamojang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
280,280,2024-01-23 14:43:49.136371,2024,1,23,13,Tanjung Jati B,Jawa Barat,2,Capacity Expansion Beta,Feasibility Study
281,281,2024-03-21 08:47:49.136371,2024,3,21,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
282,282,2025-05-23 23:56:49.136371,2025,5,23,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
283,283,2024-07-02 06:45:49.136371,2024,7,2,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
284,284,2025-04-28 23:55:49.136371,2025,4,28,6,Wayang Windu,NTT,5,Efficiency Upgrade Epsilon,Completed
285,285,2024-02-02 20:17:49.136371,2024,2,2,20,Gunung Salak,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
286,286,2024-11-15 03:51:49.136371,2024,11,15,19,Likupang,DKI Jakarta,1,Grid Modernization Alpha,Planning
287,287,2025-03-22 19:41:49.136371,2025,3,22,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
288,288,2023-06-21 08:20:49.136371,2023,6,21,20,Gunung Salak,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
289,289,2025-03-25 22:27:49.136371,2025,3,25,19,Likupang,DKI Jakarta,1,Grid Modernization Alpha,Planning
290,290,2023-06-20 08:21:49.136371,2023,6,20,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
291,291,2024-04-17 00:56:49.136371,2024,4,17,9,Ulumbu,Sulawesi Selatan,6,Maintenance Overhaul Zeta,Cancelled
292,292,2024-03-07 03:51:49.136371,2024,3,7,1,Karangkates,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
293,293,2024-07-04 20:25:49.136371,2024,7,4,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
294,294,2024-10-17 08:06:49.136371,2024,10,17,10,Mataloko,Lampung,3,New Renewable Hub Gamma,In Progress
295,295,2023-10-15 09:55:49.136371,2023,10,15,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
296,296,2024-06-05 02:08:49.136371,2024,6,5,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
297,297,2025-04-13 04:22:49.136371,2025,4,13,25,Muara Laboh,Jawa Tengah,1,Grid Modernization Alpha,Planning
298,298,2023-11-12 04:42:49.136371,2023,11,12,24,Rantau Dedap,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
299,299,2024-06-16 17:27:49.136371,2024,6,16,8,Lahendong,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
300,300,2024-03-15 03:50:49.136371,2024,3,15,8,Lahendong,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
301,301,2024-02-22 21:35:49.136371,2024,2,22,17,Sidrap,NTT,2,Capacity Expansion Beta,Feasibility Study
302,302,2024-09-22 16:08:49.136371,2024,9,22,22,Dieng,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
303,303,2025-01-12 17:08:49.136371,2025,1,12,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
304,304,2024-09-02 08:44:49.136371,2024,9,2,3,Saguling,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
305,305,2025-05-14 09:00:49.136371,2025,5,14,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
306,306,2025-02-06 14:12:49.136371,2025,2,6,11,Paiton,Sumatera Selatan,5,Efficiency Upgrade Epsilon,Completed
307,307,2024-10-30 05:09:49.136371,2024,10,30,25,Muara Laboh,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
308,308,2024-10-03 13:22:49.136371,2024,10,3,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
309,309,2024-07-19 04:51:49.136371,2024,7,19,18,Jeneponto,Banten,5,Efficiency Upgrade Epsilon,Completed
310,310,2023-08-27 00:27:49.136371,2023,8,27,12,Suralaya,Jawa Timur,1,Grid Modernization Alpha,Planning
311,311,2024-01-08 15:49:49.136371,2024,1,8,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
312,312,2025-04-26 13:14:49.136371,2025,4,26,21,Patuha,Lampung,2,Capacity Expansion Beta,Feasibility Study
313,313,2023-12-29 16:33:49.136371,2023,12,29,20,Gunung Salak,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
314,314,2024-07-07 05:34:49.136371,2024,7,7,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
315,315,2024-01-15 11:17:49.136371,2024,1,15,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
316,316,2023-08-23 21:19:49.136371,2023,8,23,24,Rantau Dedap,Jawa Barat,1,Grid Modernization Alpha,Planning
317,317,2024-09-24 17:54:49.136371,2024,9,24,18,Jeneponto,Banten,4,Rural Electrification Delta,On Hold
318,318,2023-08-30 16:28:49.136371,2023,8,30,18,Jeneponto,Banten,6,Maintenance Overhaul Zeta,Cancelled
319,319,2024-09-24 04:41:49.136371,2024,9,24,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
320,320,2024-03-08 04:06:49.136371,2024,3,8,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
321,321,2024-01-13 05:28:49.136371,2024,1,13,11,Paiton,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
322,322,2024-05-06 06:11:49.136371,2024,5,6,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
323,323,2024-12-03 19:23:49.136371,2024,12,3,3,Saguling,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
324,324,2024-07-20 12:24:49.136371,2024,7,20,24,Rantau Dedap,Jawa Barat,4,Rural Electrification Delta,On Hold
325,325,2024-10-14 19:54:49.136371,2024,10,14,20,Gunung Salak,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
326,326,2024-03-20 16:50:49.136371,2024,3,20,10,Mataloko,Lampung,1,Grid Modernization Alpha,Planning
327,327,2025-04-03 10:26:49.136371,2025,4,3,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
328,328,2025-04-13 14:25:49.136371,2025,4,13,6,Wayang Windu,NTT,6,Maintenance Overhaul Zeta,Cancelled
329,329,2024-07-16 08:46:49.136371,2024,7,16,14,Grati,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
330,330,2024-03-12 07:42:49.136371,2024,3,12,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
331,331,2024-01-16 15:07:49.136371,2024,1,16,22,Dieng,Sumatera Selatan,1,Grid Modernization Alpha,Planning
332,332,2024-03-23 22:49:49.136371,2024,3,23,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
333,333,2025-03-05 04:13:49.136371,2025,3,5,17,Sidrap,NTT,6,Maintenance Overhaul Zeta,Cancelled
334,334,2023-09-10 01:47:49.136371,2023,9,10,14,Grati,Jawa Tengah,4,Rural Electrification Delta,On Hold
335,335,2025-05-23 19:24:49.136371,2025,5,23,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
336,336,2023-06-10 00:02:49.136371,2023,6,10,3,Saguling,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
337,337,2025-01-03 02:59:49.136371,2025,1,3,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
338,338,2025-05-26 20:08:49.136371,2025,5,26,21,Patuha,Lampung,3,New Renewable Hub Gamma,In Progress
339,339,2023-11-05 11:26:49.136371,2023,11,5,1,Karangkates,Jawa Timur,3,New Renewable Hub Gamma,In Progress
340,340,2023-07-01 17:54:49.136371,2023,7,1,17,Sidrap,NTT,2,Capacity Expansion Beta,Feasibility Study
341,341,2023-05-31 15:05:49.136371,2023,5,31,14,Grati,Jawa Tengah,1,Grid Modernization Alpha,Planning
342,342,2024-12-01 15:22:49.136371,2024,12,1,7,Sibayak,Banten,6,Maintenance Overhaul Zeta,Cancelled
343,343,2024-11-07 00:29:49.136371,2024,11,7,25,Muara Laboh,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
344,344,2024-07-22 19:28:49.136371,2024,7,22,2,Cirata,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
345,345,2024-11-24 03:49:49.136371,2024,11,24,19,Likupang,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
346,346,2025-05-20 13:57:49.136371,2025,5,20,14,Grati,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
347,347,2023-12-20 11:02:49.136371,2023,12,20,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
348,348,2023-08-02 16:50:49.136371,2023,8,2,25,Muara Laboh,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
349,349,2024-02-15 15:36:49.136371,2024,2,15,24,Rantau Dedap,Jawa Barat,1,Grid Modernization Alpha,Planning
350,350,2024-05-30 01:49:49.136371,2024,5,30,18,Jeneponto,Banten,1,Grid Modernization Alpha,Planning
351,351,2023-08-27 14:55:49.136371,2023,8,27,8,Lahendong,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
352,352,2024-03-05 19:02:49.136371,2024,3,5,19,Likupang,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
353,353,2024-01-05 22:09:49.136371,2024,1,5,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
354,354,2024-04-17 05:16:49.136371,2024,4,17,19,Likupang,DKI Jakarta,6,Maintenance Overhaul Zeta,Cancelled
355,355,2024-03-15 06:14:49.136371,2024,3,15,15,Muara Karang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
356,356,2023-11-13 09:56:49.136371,2023,11,13,14,Grati,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
357,357,2024-01-20 17:20:49.136371,2024,1,20,4,Kamojang,Sumatera Utara,1,Grid Modernization Alpha,Planning
358,358,2024-06-01 21:17:49.136371,2024,6,1,24,Rantau Dedap,Jawa Barat,1,Grid Modernization Alpha,Planning
359,359,2023-08-06 21:19:49.136371,2023,8,6,6,Wayang Windu,NTT,4,Rural Electrification Delta,On Hold
360,360,2024-08-12 03:02:49.136371,2024,8,12,13,Tanjung Jati B,Jawa Barat,1,Grid Modernization Alpha,Planning
361,361,2023-11-19 02:49:49.136371,2023,11,19,16,Tambak Lorok,Sulawesi Utara,1,Grid Modernization Alpha,Planning
362,362,2025-03-06 10:55:49.136371,2025,3,6,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
363,363,2025-02-10 13:02:49.136371,2025,2,10,20,Gunung Salak,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
364,364,2024-08-10 22:04:49.136371,2024,8,10,1,Karangkates,Jawa Timur,6,Maintenance Overhaul Zeta,Cancelled
365,365,2023-09-14 03:08:49.136371,2023,9,14,9,Ulumbu,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
366,366,2024-04-15 05:02:49.136371,2024,4,15,8,Lahendong,DKI Jakarta,1,Grid Modernization Alpha,Planning
367,367,2024-06-06 10:50:49.136371,2024,6,6,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
368,368,2025-04-25 09:42:49.136371,2025,4,25,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
369,369,2024-10-29 16:52:49.136371,2024,10,29,15,Muara Karang,Sumatera Utara,1,Grid Modernization Alpha,Planning
370,370,2023-12-02 16:04:49.136371,2023,12,2,7,Sibayak,Banten,1,Grid Modernization Alpha,Planning
371,371,2024-12-13 10:28:49.136371,2024,12,13,14,Grati,Jawa Tengah,5,Efficiency Upgrade Epsilon,Completed
372,372,2024-10-17 18:27:49.136371,2024,10,17,10,Mataloko,Lampung,2,Capacity Expansion Beta,Feasibility Study
373,373,2024-12-28 01:48:49.136371,2024,12,28,14,Grati,Jawa Tengah,4,Rural Electrification Delta,On Hold
374,374,2023-09-17 00:09:49.136371,2023,9,17,7,Sibayak,Banten,3,New Renewable Hub Gamma,In Progress
375,375,2024-12-14 06:07:49.136371,2024,12,14,7,Sibayak,Banten,3,New Renewable Hub Gamma,In Progress
376,376,2023-10-12 11:06:49.136371,2023,10,12,6,Wayang Windu,NTT,6,Maintenance Overhaul Zeta,Cancelled
377,377,2024-01-25 15:20:49.136371,2024,1,25,23,Sorik Marapi,Jawa Timur,3,New Renewable Hub Gamma,In Progress
378,378,2024-02-23 12:45:49.136371,2024,2,23,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
379,379,2024-11-25 03:18:49.136371,2024,11,25,14,Grati,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
380,380,2024-02-22 14:30:49.136371,2024,2,22,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
381,381,2023-11-23 13:23:49.136371,2023,11,23,14,Grati,Jawa Tengah,4,Rural Electrification Delta,On Hold
382,382,2024-02-23 23:06:49.136371,2024,2,23,20,Gunung Salak,Sulawesi Selatan,2,Capacity Expansion Beta,Feasibility Study
383,383,2024-07-19 14:19:49.136371,2024,7,19,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
384,384,2025-01-30 09:18:49.136371,2025,1,30,15,Muara Karang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
385,385,2024-02-19 18:20:49.136371,2024,2,19,8,Lahendong,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
386,386,2024-04-02 09:29:49.136371,2024,4,2,6,Wayang Windu,NTT,3,New Renewable Hub Gamma,In Progress
387,387,2024-07-26 22:51:49.136371,2024,7,26,20,Gunung Salak,Sulawesi Selatan,4,Rural Electrification Delta,On Hold
388,388,2024-05-18 04:04:49.136371,2024,5,18,25,Muara Laboh,Jawa Tengah,4,Rural Electrification Delta,On Hold
389,389,2023-09-29 11:35:49.136371,2023,9,29,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
390,390,2025-01-11 14:23:49.136371,2025,1,11,3,Saguling,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
391,391,2023-07-28 12:38:49.136371,2023,7,28,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
392,392,2024-06-18 20:01:49.136371,2024,6,18,7,Sibayak,Banten,3,New Renewable Hub Gamma,In Progress
393,393,2024-01-18 08:59:49.136371,2024,1,18,17,Sidrap,NTT,4,Rural Electrification Delta,On Hold
394,394,2025-02-14 21:23:49.136371,2025,2,14,2,Cirata,Jawa Barat,4,Rural Electrification Delta,On Hold
395,395,2024-11-02 23:52:49.136371,2024,11,2,12,Suralaya,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
396,396,2023-08-05 19:07:49.136371,2023,8,5,5,Darajat,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
397,397,2024-01-25 05:07:49.136371,2024,1,25,25,Muara Laboh,Jawa Tengah,2,Capacity Expansion Beta,Feasibility Study
398,398,2025-01-01 08:13:49.136371,2025,1,1,22,Dieng,Sumatera Selatan,1,Grid Modernization Alpha,Planning
399,399,2023-08-04 07:43:49.136371,2023,8,4,19,Likupang,DKI Jakarta,5,Efficiency Upgrade Epsilon,Completed
400,400,2024-12-31 16:37:49.136371,2024,12,31,8,Lahendong,DKI Jakarta,3,New Renewable Hub Gamma,In Progress
401,401,2024-05-01 03:40:49.136371,2024,5,1,7,Sibayak,Banten,4,Rural Electrification Delta,On Hold
402,402,2023-11-14 09:11:49.136371,2023,11,14,2,Cirata,Jawa Barat,5,Efficiency Upgrade Epsilon,Completed
403,403,2023-11-04 01:52:49.136371,2023,11,4,23,Sorik Marapi,Jawa Timur,2,Capacity Expansion Beta,Feasibility Study
404,404,2023-09-02 06:15:49.136371,2023,9,2,13,Tanjung Jati B,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
405,405,2023-12-28 05:04:49.136371,2023,12,28,24,Rantau Dedap,Jawa Barat,3,New Renewable Hub Gamma,In Progress
406,406,2023-12-29 18:38:49.136371,2023,12,29,2,Cirata,Jawa Barat,4,Rural Electrification Delta,On Hold
407,407,2023-12-05 09:09:49.136371,2023,12,5,11,Paiton,Sumatera Selatan,2,Capacity Expansion Beta,Feasibility Study
408,408,2024-04-28 12:24:49.136371,2024,4,28,10,Mataloko,Lampung,6,Maintenance Overhaul Zeta,Cancelled
409,409,2023-12-04 15:52:49.136371,2023,12,4,7,Sibayak,Banten,2,Capacity Expansion Beta,Feasibility Study
410,410,2024-11-25 20:15:49.136371,2024,11,25,16,Tambak Lorok,Sulawesi Utara,6,Maintenance Overhaul Zeta,Cancelled
411,411,2023-07-25 07:49:49.136371,2023,7,25,14,Grati,Jawa Tengah,1,Grid Modernization Alpha,Planning
412,412,2024-03-06 07:21:49.136371,2024,3,6,4,Kamojang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
413,413,2024-07-16 10:46:49.136371,2024,7,16,2,Cirata,Jawa Barat,6,Maintenance Overhaul Zeta,Cancelled
414,414,2023-06-14 21:06:49.136371,2023,6,14,9,Ulumbu,Sulawesi Selatan,5,Efficiency Upgrade Epsilon,Completed
415,415,2024-10-11 18:15:49.136371,2024,10,11,20,Gunung Salak,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
416,416,2024-09-21 00:53:49.136371,2024,9,21,12,Suralaya,Jawa Timur,1,Grid Modernization Alpha,Planning
417,417,2023-07-23 00:48:49.136371,2023,7,23,25,Muara Laboh,Jawa Tengah,6,Maintenance Overhaul Zeta,Cancelled
418,418,2023-09-02 23:00:49.136371,2023,9,2,1,Karangkates,Jawa Timur,5,Efficiency Upgrade Epsilon,Completed
419,419,2025-04-28 01:50:49.136371,2025,4,28,4,Kamojang,Sumatera Utara,4,Rural Electrification Delta,On Hold
420,420,2025-01-06 08:26:49.136371,2025,1,6,17,Sidrap,NTT,6,Maintenance Overhaul Zeta,Cancelled
421,421,2023-09-12 04:32:49.136371,2023,9,12,15,Muara Karang,Sumatera Utara,6,Maintenance Overhaul Zeta,Cancelled
422,422,2023-06-13 11:26:49.136371,2023,6,13,9,Ulumbu,Sulawesi Selatan,3,New Renewable Hub Gamma,In Progress
423,423,2024-08-19 03:34:49.136371,2024,8,19,10,Mataloko,Lampung,5,Efficiency Upgrade Epsilon,Completed
424,424,2025-05-11 09:40:49.136371,2025,5,11,19,Likupang,DKI Jakarta,2,Capacity Expansion Beta,Feasibility Study
425,425,2024-06-28 04:43:49.136371,2024,6,28,15,Muara Karang,Sumatera Utara,2,Capacity Expansion Beta,Feasibility Study
426,426,2024-06-26 15:46:49.136371,2024,6,26,11,Paiton,Sumatera Selatan,3,New Renewable Hub Gamma,In Progress
427,427,2024-08-21 10:34:49.136371,2024,8,21,25,Muara Laboh,Jawa Tengah,1,Grid Modernization Alpha,Planning
428,428,2023-09-29 07:18:49.136371,2023,9,29,21,Patuha,Lampung,1,Grid Modernization Alpha,Planning
429,429,2024-03-18 17:08:49.136371,2024,3,18,25,Muara Laboh,Jawa Tengah,3,New Renewable Hub Gamma,In Progress
430,430,2024-08-21 12:44:49.136371,2024,8,21,12,Suralaya,Jawa Timur,3,New Renewable Hub Gamma,In Progress
431,431,2023-06-19 05:43:49.136371,2023,6,19,20,Gunung Salak,Sulawesi Selatan,1,Grid Modernization Alpha,Planning
432,432,2023-10-09 22:21:49.136371,2023,10,9,22,Dieng,Sumatera Selatan,6,Maintenance Overhaul Zeta,Cancelled
