id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,customer_segment_id,Customer_Segment_Name,Customer_Type
248,248,2024-12-22 07:58:15.892032,2024,12,22,20,Gunung Salak,Sulawesi Selatan,4,Government,Prepaid
249,249,2024-09-12 17:08:15.892032,2024,9,12,3,Saguling,Jawa Tengah,2,Commercial,Prepaid
250,250,2025-02-07 20:48:15.892032,2025,2,7,21,Patuha,Lampung,2,Commercial,Prepaid
251,251,2024-09-04 15:20:15.892032,2024,9,4,22,Dieng,Sumatera Selatan,4,Government,Postpaid
252,252,2024-12-09 05:12:15.892032,2024,12,9,24,Rantau Dedap,Jawa Barat,1,Residential,Prepaid
253,253,2024-12-16 16:29:15.892032,2024,12,16,10,Mataloko,Lampung,1,Residential,Prepaid
254,254,2025-05-04 05:40:15.892032,2025,5,4,13,Tanjung Jati B,Jawa Barat,1,Residential,Postpaid
255,255,2024-12-21 21:47:15.892032,2024,12,21,23,Sorik Marapi,Jawa Timur,2,Commercial,Postpaid
256,256,2025-04-19 10:42:15.892032,2025,4,19,18,Jeneponto,Banten,3,Industrial,Prepaid
257,257,2025-03-07 06:49:15.892032,2025,3,7,11,Paiton,Sumatera Selatan,3,Industrial,Postpaid
258,258,2025-02-27 01:10:15.892032,2025,2,27,6,Wayang Windu,NTT,2,Commercial,Prepaid
259,259,2024-11-13 22:56:15.892032,2024,11,13,23,Sorik Marapi,Jawa Timur,1,Residential,Prepaid
260,260,2024-12-23 04:58:15.892032,2024,12,23,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
261,261,2024-12-14 08:53:15.892032,2024,12,14,7,Sibayak,Banten,2,Commercial,Postpaid
262,262,2025-05-10 07:31:15.892032,2025,5,10,12,Suralaya,Jawa Timur,1,Residential,Postpaid
263,263,2024-10-18 16:52:15.892032,2024,10,18,15,Muara Karang,Sumatera Utara,1,Residential,Prepaid
264,264,2025-01-27 21:53:15.892032,2025,1,27,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
265,265,2024-11-14 12:20:15.892032,2024,11,14,13,Tanjung Jati B,Jawa Barat,4,Government,Prepaid
266,266,2025-05-20 05:39:15.892032,2025,5,20,22,Dieng,Sumatera Selatan,4,Government,Postpaid
267,267,2025-02-28 10:24:15.892032,2025,2,28,21,Patuha,Lampung,2,Commercial,Postpaid
268,268,2025-02-08 06:36:15.892032,2025,2,8,1,Karangkates,Jawa Timur,2,Commercial,Prepaid
269,269,2024-10-19 09:38:15.892032,2024,10,19,2,Cirata,Jawa Barat,1,Residential,Prepaid
270,270,2025-03-24 09:44:15.892032,2025,3,24,24,Rantau Dedap,Jawa Barat,1,Residential,Prepaid
271,271,2024-06-13 20:06:15.892032,2024,6,13,9,Ulumbu,Sulawesi Selatan,1,Residential,Prepaid
272,272,2024-05-29 12:28:15.892032,2024,5,29,7,Sibayak,Banten,2,Commercial,Postpaid
273,273,2024-12-13 11:32:15.892032,2024,12,13,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
274,274,2025-05-16 00:57:15.892032,2025,5,16,10,Mataloko,Lampung,3,Industrial,Prepaid
275,275,2024-12-31 23:15:15.892032,2024,12,31,6,Wayang Windu,NTT,4,Government,Postpaid
276,276,2024-10-30 01:04:15.892032,2024,10,30,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
277,277,2024-08-02 22:21:15.892032,2024,8,2,18,Jeneponto,Banten,4,Government,Postpaid
278,278,2024-09-06 01:30:15.892032,2024,9,6,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
279,279,2024-10-11 11:48:15.892032,2024,10,11,9,Ulumbu,Sulawesi Selatan,3,Industrial,Postpaid
280,280,2025-02-03 05:58:15.892032,2025,2,3,25,Muara Laboh,Jawa Tengah,2,Commercial,Prepaid
281,281,2024-09-19 11:03:15.892032,2024,9,19,23,Sorik Marapi,Jawa Timur,3,Industrial,Prepaid
282,282,2025-02-12 06:14:15.892032,2025,2,12,17,Sidrap,NTT,4,Government,Prepaid
283,283,2024-08-10 07:48:15.892032,2024,8,10,13,Tanjung Jati B,Jawa Barat,3,Industrial,Postpaid
284,284,2024-06-12 11:00:15.892032,2024,6,12,15,Muara Karang,Sumatera Utara,3,Industrial,Prepaid
285,285,2025-03-19 12:14:15.892032,2025,3,19,17,Sidrap,NTT,4,Government,Postpaid
286,286,2025-03-14 22:44:15.892032,2025,3,14,20,Gunung Salak,Sulawesi Selatan,4,Government,Prepaid
287,287,2024-06-12 06:46:15.892032,2024,6,12,21,Patuha,Lampung,3,Industrial,Postpaid
288,288,2024-11-03 20:21:15.892032,2024,11,3,7,Sibayak,Banten,4,Government,Postpaid
289,289,2024-11-02 17:27:15.892032,2024,11,2,16,Tambak Lorok,Sulawesi Utara,2,Commercial,Prepaid
290,290,2025-03-11 15:09:15.892032,2025,3,11,6,Wayang Windu,NTT,1,Residential,Postpaid
291,291,2024-09-20 10:02:15.892032,2024,9,20,7,Sibayak,Banten,2,Commercial,Postpaid
292,292,2025-05-09 14:08:15.892032,2025,5,9,18,Jeneponto,Banten,4,Government,Prepaid
293,293,2025-04-15 05:22:15.892032,2025,4,15,21,Patuha,Lampung,3,Industrial,Prepaid
294,294,2025-03-30 18:08:15.892032,2025,3,30,14,Grati,Jawa Tengah,4,Government,Postpaid
295,295,2024-10-11 06:40:15.892032,2024,10,11,19,Likupang,DKI Jakarta,3,Industrial,Postpaid
296,296,2025-05-16 21:48:15.892032,2025,5,16,21,Patuha,Lampung,2,Commercial,Prepaid
297,297,2024-06-09 04:10:15.892032,2024,6,9,2,Cirata,Jawa Barat,3,Industrial,Postpaid
298,298,2024-08-20 17:15:15.892032,2024,8,20,4,Kamojang,Sumatera Utara,2,Commercial,Postpaid
299,299,2025-02-15 11:20:15.892032,2025,2,15,8,Lahendong,DKI Jakarta,4,Government,Prepaid
300,300,2024-12-14 02:13:15.892032,2024,12,14,19,Likupang,DKI Jakarta,1,Residential,Prepaid
301,301,2025-05-01 19:28:15.892032,2025,5,1,2,Cirata,Jawa Barat,3,Industrial,Prepaid
302,302,2024-09-30 14:34:15.892032,2024,9,30,25,Muara Laboh,Jawa Tengah,2,Commercial,Postpaid
303,303,2024-10-26 20:43:15.892032,2024,10,26,22,Dieng,Sumatera Selatan,1,Residential,Prepaid
304,304,2025-01-23 01:44:15.892032,2025,1,23,19,Likupang,DKI Jakarta,1,Residential,Prepaid
305,305,2024-07-05 13:46:15.892032,2024,7,5,3,Saguling,Jawa Tengah,1,Residential,Postpaid
306,306,2025-05-14 10:26:15.892032,2025,5,14,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
307,307,2024-10-14 14:54:15.892032,2024,10,14,7,Sibayak,Banten,1,Residential,Postpaid
308,308,2025-02-23 17:45:15.892032,2025,2,23,19,Likupang,DKI Jakarta,2,Commercial,Prepaid
309,309,2024-08-20 03:27:15.892032,2024,8,20,24,Rantau Dedap,Jawa Barat,2,Commercial,Prepaid
310,310,2024-08-14 04:34:15.892032,2024,8,14,17,Sidrap,NTT,2,Commercial,Postpaid
311,311,2024-12-11 16:50:15.892032,2024,12,11,3,Saguling,Jawa Tengah,1,Residential,Postpaid
312,312,2024-10-31 18:41:15.892032,2024,10,31,10,Mataloko,Lampung,2,Commercial,Postpaid
313,313,2025-02-13 23:46:15.892032,2025,2,13,23,Sorik Marapi,Jawa Timur,2,Commercial,Prepaid
314,314,2025-05-02 20:56:15.892032,2025,5,2,19,Likupang,DKI Jakarta,1,Residential,Postpaid
315,315,2024-09-16 14:19:15.892032,2024,9,16,2,Cirata,Jawa Barat,2,Commercial,Prepaid
316,316,2025-03-08 15:52:15.892032,2025,3,8,24,Rantau Dedap,Jawa Barat,3,Industrial,Postpaid
317,317,2025-02-26 21:20:15.892032,2025,2,26,2,Cirata,Jawa Barat,3,Industrial,Postpaid
318,318,2024-06-28 01:42:15.892032,2024,6,28,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
319,319,2024-10-08 04:38:15.892032,2024,10,8,13,Tanjung Jati B,Jawa Barat,2,Commercial,Prepaid
320,320,2024-09-15 00:09:15.892032,2024,9,15,10,Mataloko,Lampung,2,Commercial,Prepaid
321,321,2025-03-10 05:08:15.892032,2025,3,10,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
322,322,2024-06-20 05:01:15.892032,2024,6,20,6,Wayang Windu,NTT,3,Industrial,Prepaid
323,323,2024-07-01 15:22:15.892032,2024,7,1,10,Mataloko,Lampung,4,Government,Prepaid
324,324,2024-12-17 09:28:15.892032,2024,12,17,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
325,325,2024-11-05 22:28:15.892032,2024,11,5,10,Mataloko,Lampung,2,Commercial,Prepaid
326,326,2024-10-23 21:16:15.892032,2024,10,23,10,Mataloko,Lampung,2,Commercial,Postpaid
327,327,2024-07-27 11:15:15.892032,2024,7,27,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
328,328,2025-04-19 03:00:15.892032,2025,4,19,11,Paiton,Sumatera Selatan,2,Commercial,Prepaid
329,329,2024-08-23 22:40:15.892032,2024,8,23,20,Gunung Salak,Sulawesi Selatan,2,Commercial,Postpaid
330,330,2024-10-09 11:06:15.892032,2024,10,9,12,Suralaya,Jawa Timur,4,Government,Postpaid
331,331,2024-07-04 11:09:15.892032,2024,7,4,8,Lahendong,DKI Jakarta,2,Commercial,Prepaid
332,332,2025-01-04 11:52:15.892032,2025,1,4,6,Wayang Windu,NTT,4,Government,Postpaid
333,333,2024-07-03 06:02:15.892032,2024,7,3,19,Likupang,DKI Jakarta,4,Government,Prepaid
334,334,2025-02-18 16:34:15.892032,2025,2,18,7,Sibayak,Banten,1,Residential,Postpaid
335,335,2024-09-12 16:43:15.892032,2024,9,12,17,Sidrap,NTT,4,Government,Prepaid
336,336,2025-04-30 11:06:15.892032,2025,4,30,19,Likupang,DKI Jakarta,4,Government,Prepaid
337,337,2024-11-11 14:10:15.892032,2024,11,11,13,Tanjung Jati B,Jawa Barat,4,Government,Postpaid
338,338,2025-03-24 16:48:15.892032,2025,3,24,23,Sorik Marapi,Jawa Timur,4,Government,Postpaid
339,339,2024-07-10 06:43:15.892032,2024,7,10,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
340,340,2024-09-23 14:23:15.892032,2024,9,23,13,Tanjung Jati B,Jawa Barat,4,Government,Prepaid
341,341,2024-06-12 14:42:15.892032,2024,6,12,25,Muara Laboh,Jawa Tengah,1,Residential,Prepaid
342,342,2024-11-13 22:32:15.892032,2024,11,13,22,Dieng,Sumatera Selatan,4,Government,Prepaid
343,343,2025-04-07 17:46:15.892032,2025,4,7,8,Lahendong,DKI Jakarta,3,Industrial,Prepaid
344,344,2025-04-06 10:15:15.892032,2025,4,6,17,Sidrap,NTT,2,Commercial,Postpaid
345,345,2024-11-09 04:33:15.892032,2024,11,9,3,Saguling,Jawa Tengah,4,Government,Prepaid
346,346,2024-05-30 03:48:15.892032,2024,5,30,24,Rantau Dedap,Jawa Barat,1,Residential,Prepaid
347,347,2025-05-12 03:25:15.892032,2025,5,12,22,Dieng,Sumatera Selatan,2,Commercial,Postpaid
348,348,2025-03-24 22:48:15.892032,2025,3,24,9,Ulumbu,Sulawesi Selatan,3,Industrial,Prepaid
349,349,2025-03-13 08:56:15.892032,2025,3,13,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
350,350,2024-09-23 18:04:15.892032,2024,9,23,19,Likupang,DKI Jakarta,4,Government,Postpaid
351,351,2025-01-25 20:41:15.892032,2025,1,25,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
352,352,2025-03-26 20:56:15.892032,2025,3,26,2,Cirata,Jawa Barat,2,Commercial,Postpaid
353,353,2024-09-07 23:08:15.892032,2024,9,7,20,Gunung Salak,Sulawesi Selatan,4,Government,Prepaid
354,354,2024-12-13 20:18:15.892032,2024,12,13,18,Jeneponto,Banten,2,Commercial,Prepaid
355,355,2025-03-13 08:54:15.892032,2025,3,13,1,Karangkates,Jawa Timur,3,Industrial,Postpaid
356,356,2024-07-10 17:16:15.892032,2024,7,10,10,Mataloko,Lampung,4,Government,Postpaid
357,357,2024-11-25 09:14:15.892032,2024,11,25,3,Saguling,Jawa Tengah,3,Industrial,Postpaid
358,358,2025-04-04 00:03:15.892032,2025,4,4,8,Lahendong,DKI Jakarta,1,Residential,Prepaid
359,359,2025-04-13 03:52:15.892032,2025,4,13,13,Tanjung Jati B,Jawa Barat,2,Commercial,Prepaid
360,360,2025-02-15 21:38:15.892032,2025,2,15,20,Gunung Salak,Sulawesi Selatan,4,Government,Postpaid
361,361,2024-08-13 05:39:15.892032,2024,8,13,13,Tanjung Jati B,Jawa Barat,1,Residential,Prepaid
362,362,2025-01-26 18:48:15.892032,2025,1,26,7,Sibayak,Banten,4,Government,Postpaid
363,363,2024-07-05 13:14:15.892032,2024,7,5,14,Grati,Jawa Tengah,1,Residential,Postpaid
364,364,2025-03-04 02:29:15.892032,2025,3,4,21,Patuha,Lampung,1,Residential,Prepaid
365,365,2025-03-31 16:11:15.892032,2025,3,31,2,Cirata,Jawa Barat,3,Industrial,Postpaid
366,366,2025-03-20 11:09:15.892032,2025,3,20,4,Kamojang,Sumatera Utara,4,Government,Postpaid
367,367,2025-03-06 07:07:15.892032,2025,3,6,10,Mataloko,Lampung,3,Industrial,Postpaid
368,368,2025-05-21 03:35:15.892032,2025,5,21,9,Ulumbu,Sulawesi Selatan,3,Industrial,Prepaid
369,369,2024-11-21 13:15:15.892032,2024,11,21,13,Tanjung Jati B,Jawa Barat,2,Commercial,Postpaid
370,370,2024-10-26 22:55:15.892032,2024,10,26,16,Tambak Lorok,Sulawesi Utara,1,Residential,Prepaid
371,371,2024-06-04 11:21:15.892032,2024,6,4,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
372,372,2024-06-06 03:58:15.892032,2024,6,6,14,Grati,Jawa Tengah,2,Commercial,Postpaid
373,373,2024-06-07 03:00:15.892032,2024,6,7,21,Patuha,Lampung,3,Industrial,Prepaid
374,374,2024-11-03 06:15:15.892032,2024,11,3,4,Kamojang,Sumatera Utara,3,Industrial,Prepaid
375,375,2025-05-16 07:38:15.892032,2025,5,16,8,Lahendong,DKI Jakarta,1,Residential,Postpaid
376,376,2025-04-06 10:04:15.892032,2025,4,6,22,Dieng,Sumatera Selatan,2,Commercial,Prepaid
377,377,2024-09-28 01:19:15.892032,2024,9,28,24,Rantau Dedap,Jawa Barat,1,Residential,Postpaid
378,378,2025-05-26 17:18:15.892032,2025,5,26,17,Sidrap,NTT,2,Commercial,Prepaid
379,379,2024-08-25 03:26:15.892032,2024,8,25,12,Suralaya,Jawa Timur,2,Commercial,Prepaid
380,380,2024-10-30 14:53:15.892032,2024,10,30,25,Muara Laboh,Jawa Tengah,3,Industrial,Prepaid
381,381,2024-07-10 03:45:15.892032,2024,7,10,7,Sibayak,Banten,2,Commercial,Postpaid
382,382,2024-07-29 14:42:15.892032,2024,7,29,15,Muara Karang,Sumatera Utara,2,Commercial,Prepaid
383,383,2024-09-26 04:49:15.892032,2024,9,26,7,Sibayak,Banten,4,Government,Postpaid
384,384,2024-07-23 11:05:15.892032,2024,7,23,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
385,385,2024-08-20 00:58:15.892032,2024,8,20,12,Suralaya,Jawa Timur,3,Industrial,Prepaid
386,386,2024-12-17 21:24:15.892032,2024,12,17,18,Jeneponto,Banten,4,Government,Postpaid
387,387,2024-06-09 17:19:15.892032,2024,6,9,25,Muara Laboh,Jawa Tengah,1,Residential,Prepaid
388,388,2024-07-11 11:05:15.892032,2024,7,11,19,Likupang,DKI Jakarta,1,Residential,Prepaid
389,389,2025-03-18 20:31:15.892032,2025,3,18,14,Grati,Jawa Tengah,1,Residential,Prepaid
390,390,2025-03-31 20:11:15.892032,2025,3,31,5,Darajat,Sulawesi Utara,2,Commercial,Postpaid
391,391,2024-08-31 10:42:15.892032,2024,8,31,12,Suralaya,Jawa Timur,2,Commercial,Prepaid
392,392,2024-12-04 22:14:15.892032,2024,12,4,13,Tanjung Jati B,Jawa Barat,3,Industrial,Prepaid
393,393,2025-01-22 03:35:15.892032,2025,1,22,7,Sibayak,Banten,1,Residential,Prepaid
394,394,2025-04-24 03:40:15.892032,2025,4,24,7,Sibayak,Banten,2,Commercial,Prepaid
395,395,2024-11-12 02:16:15.892032,2024,11,12,2,Cirata,Jawa Barat,2,Commercial,Prepaid
396,396,2024-10-29 16:54:15.892032,2024,10,29,3,Saguling,Jawa Tengah,3,Industrial,Prepaid
397,397,2024-07-31 15:31:15.892032,2024,7,31,1,Karangkates,Jawa Timur,4,Government,Prepaid
398,398,2024-10-19 02:40:15.892032,2024,10,19,10,Mataloko,Lampung,1,Residential,Postpaid
399,399,2025-04-29 22:04:15.892032,2025,4,29,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
400,400,2024-05-28 09:39:15.892032,2024,5,28,2,Cirata,Jawa Barat,4,Government,Postpaid
401,401,2025-02-27 13:27:15.892032,2025,2,27,13,Tanjung Jati B,Jawa Barat,2,Commercial,Postpaid
402,402,2025-02-04 02:36:15.892032,2025,2,4,21,Patuha,Lampung,3,Industrial,Postpaid
403,403,2025-03-21 22:53:15.892032,2025,3,21,7,Sibayak,Banten,3,Industrial,Prepaid
404,404,2024-10-24 01:30:15.892032,2024,10,24,1,Karangkates,Jawa Timur,4,Government,Postpaid
405,405,2024-06-08 17:33:15.892032,2024,6,8,1,Karangkates,Jawa Timur,2,Commercial,Postpaid
406,406,2024-11-16 10:58:15.892032,2024,11,16,9,Ulumbu,Sulawesi Selatan,1,Residential,Postpaid
407,407,2024-09-03 02:25:15.892032,2024,9,3,22,Dieng,Sumatera Selatan,2,Commercial,Postpaid
408,408,2024-12-20 09:30:15.892032,2024,12,20,6,Wayang Windu,NTT,3,Industrial,Prepaid
409,409,2024-05-28 16:33:15.892032,2024,5,28,22,Dieng,Sumatera Selatan,4,Government,Prepaid
410,410,2024-06-21 22:17:15.892032,2024,6,21,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
411,411,2024-09-11 01:05:15.892032,2024,9,11,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Postpaid
412,412,2024-11-11 15:58:15.892032,2024,11,11,3,Saguling,Jawa Tengah,4,Government,Postpaid
413,413,2024-12-10 07:11:15.892032,2024,12,10,4,Kamojang,Sumatera Utara,4,Government,Postpaid
414,414,2024-06-29 16:06:15.892032,2024,6,29,13,Tanjung Jati B,Jawa Barat,4,Government,Prepaid
415,415,2025-03-26 22:40:15.892032,2025,3,26,25,Muara Laboh,Jawa Tengah,3,Industrial,Postpaid
416,416,2025-05-10 19:26:15.892032,2025,5,10,2,Cirata,Jawa Barat,1,Residential,Prepaid
417,417,2024-09-27 23:29:15.892032,2024,9,27,1,Karangkates,Jawa Timur,3,Industrial,Prepaid
418,418,2024-06-24 21:09:15.892032,2024,6,24,4,Kamojang,Sumatera Utara,3,Industrial,Prepaid
419,419,2025-05-07 19:53:15.892032,2025,5,7,22,Dieng,Sumatera Selatan,4,Government,Prepaid
420,420,2024-11-15 22:44:15.892032,2024,11,15,4,Kamojang,Sumatera Utara,4,Government,Postpaid
421,421,2025-03-15 08:49:15.892032,2025,3,15,5,Darajat,Sulawesi Utara,2,Commercial,Prepaid
422,422,2025-05-05 15:00:15.892032,2025,5,5,24,Rantau Dedap,Jawa Barat,2,Commercial,Postpaid
423,423,2024-11-07 04:04:15.892032,2024,11,7,24,Rantau Dedap,Jawa Barat,1,Residential,Prepaid
424,424,2024-06-13 11:16:15.892032,2024,6,13,11,Paiton,Sumatera Selatan,1,Residential,Postpaid
425,425,2025-02-08 18:43:15.892032,2025,2,8,23,Sorik Marapi,Jawa Timur,4,Government,Prepaid
426,426,2024-07-21 12:25:15.892032,2024,7,21,6,Wayang Windu,NTT,3,Industrial,Prepaid
427,427,2024-09-16 13:08:15.892032,2024,9,16,11,Paiton,Sumatera Selatan,4,Government,Prepaid
428,428,2024-10-19 19:04:15.892032,2024,10,19,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Postpaid
429,429,2025-02-11 02:36:15.892032,2025,2,11,19,Likupang,DKI Jakarta,2,Commercial,Postpaid
430,430,2024-12-27 15:51:15.892032,2024,12,27,15,Muara Karang,Sumatera Utara,2,Commercial,Postpaid
431,431,2024-07-22 03:32:15.892032,2024,7,22,3,Saguling,Jawa Tengah,3,Industrial,Postpaid
432,432,2024-10-22 13:46:15.892032,2024,10,22,3,Saguling,Jawa Tengah,3,Industrial,Postpaid
433,433,2024-08-15 13:46:15.892032,2024,8,15,13,Tanjung Jati B,Jawa Barat,2,Commercial,Postpaid
434,434,2025-04-02 22:37:15.892032,2025,4,2,10,Mataloko,Lampung,2,Commercial,Prepaid
435,435,2024-09-10 13:19:15.892032,2024,9,10,12,Suralaya,Jawa Timur,4,Government,Prepaid
436,436,2025-03-07 20:43:15.892032,2025,3,7,23,Sorik Marapi,Jawa Timur,4,Government,Postpaid
437,437,2024-09-16 04:37:15.892032,2024,9,16,19,Likupang,DKI Jakarta,3,Industrial,Postpaid
438,438,2025-01-05 20:59:15.892032,2025,1,5,16,Tambak Lorok,Sulawesi Utara,4,Government,Prepaid
439,439,2024-11-14 21:28:15.892032,2024,11,14,12,Suralaya,Jawa Timur,4,Government,Prepaid
440,440,2024-07-06 09:17:15.892032,2024,7,6,14,Grati,Jawa Tengah,3,Industrial,Postpaid
441,441,2024-08-17 09:02:15.892032,2024,8,17,4,Kamojang,Sumatera Utara,2,Commercial,Postpaid
442,442,2025-03-26 22:36:15.892032,2025,3,26,1,Karangkates,Jawa Timur,3,Industrial,Prepaid
443,443,2025-03-28 06:56:15.892032,2025,3,28,9,Ulumbu,Sulawesi Selatan,2,Commercial,Prepaid
444,444,2024-09-06 03:55:15.892032,2024,9,6,4,Kamojang,Sumatera Utara,1,Residential,Postpaid
445,445,2025-02-24 20:50:15.892032,2025,2,24,18,Jeneponto,Banten,1,Residential,Prepaid
446,446,2024-08-05 07:04:15.892032,2024,8,5,20,Gunung Salak,Sulawesi Selatan,1,Residential,Postpaid
447,447,2024-09-07 16:12:15.892032,2024,9,7,6,Wayang Windu,NTT,2,Commercial,Prepaid
448,448,2024-05-30 10:18:15.892032,2024,5,30,3,Saguling,Jawa Tengah,4,Government,Prepaid
449,449,2024-07-16 04:32:15.892032,2024,7,16,5,Darajat,Sulawesi Utara,1,Residential,Postpaid
450,450,2024-06-28 12:46:15.892032,2024,6,28,17,Sidrap,NTT,1,Residential,Postpaid
451,451,2024-08-30 20:33:15.892032,2024,8,30,8,Lahendong,DKI Jakarta,1,Residential,Postpaid
452,452,2024-10-13 09:09:15.892032,2024,10,13,7,Sibayak,Banten,4,Government,Prepaid
453,453,2024-09-06 12:05:15.892032,2024,9,6,19,Likupang,DKI Jakarta,3,Industrial,Postpaid
454,454,2025-03-30 12:02:15.892032,2025,3,30,21,Patuha,Lampung,2,Commercial,Prepaid
455,455,2024-09-28 13:21:15.892032,2024,9,28,4,Kamojang,Sumatera Utara,4,Government,Postpaid
456,456,2025-02-01 12:35:15.892032,2025,2,1,9,Ulumbu,Sulawesi Selatan,2,Commercial,Prepaid
457,457,2025-01-21 20:27:15.892032,2025,1,21,4,Kamojang,Sumatera Utara,1,Residential,Prepaid
458,458,2024-09-25 21:49:15.892032,2024,9,25,16,Tambak Lorok,Sulawesi Utara,4,Government,Postpaid
459,459,2024-10-01 07:39:15.892032,2024,10,1,11,Paiton,Sumatera Selatan,1,Residential,Postpaid
460,460,2024-09-07 00:29:15.892032,2024,9,7,24,Rantau Dedap,Jawa Barat,2,Commercial,Prepaid
461,461,2024-09-04 04:05:15.892032,2024,9,4,7,Sibayak,Banten,3,Industrial,Prepaid
462,462,2025-01-29 15:14:15.892032,2025,1,29,11,Paiton,Sumatera Selatan,4,Government,Postpaid
463,463,2025-01-12 16:49:15.892032,2025,1,12,7,Sibayak,Banten,4,Government,Prepaid
464,464,2024-10-17 08:22:15.892032,2024,10,17,17,Sidrap,NTT,1,Residential,Prepaid
465,465,2024-08-20 21:08:15.892032,2024,8,20,8,Lahendong,DKI Jakarta,4,Government,Prepaid
466,466,2024-09-04 00:11:15.892032,2024,9,4,3,Saguling,Jawa Tengah,1,Residential,Prepaid
467,467,2024-12-21 19:05:15.892032,2024,12,21,4,Kamojang,Sumatera Utara,2,Commercial,Prepaid
468,468,2024-07-28 03:58:15.892032,2024,7,28,3,Saguling,Jawa Tengah,4,Government,Postpaid
469,469,2024-12-23 11:17:15.892032,2024,12,23,2,Cirata,Jawa Barat,1,Residential,Prepaid
470,470,2024-12-24 06:38:15.892032,2024,12,24,3,Saguling,Jawa Tengah,4,Government,Prepaid
471,471,2025-04-01 13:40:15.892032,2025,4,1,9,Ulumbu,Sulawesi Selatan,4,Government,Prepaid
472,472,2024-08-19 04:00:15.892032,2024,8,19,17,Sidrap,NTT,3,Industrial,Postpaid
473,473,2025-04-22 22:42:15.892032,2025,4,22,9,Ulumbu,Sulawesi Selatan,2,Commercial,Postpaid
474,474,2024-08-12 15:23:15.892032,2024,8,12,16,Tambak Lorok,Sulawesi Utara,1,Residential,Prepaid
475,475,2024-12-08 23:41:15.892032,2024,12,8,24,Rantau Dedap,Jawa Barat,3,Industrial,Postpaid
476,476,2024-08-15 13:20:15.892032,2024,8,15,20,Gunung Salak,Sulawesi Selatan,3,Industrial,Prepaid
477,477,2025-03-26 14:28:15.892032,2025,3,26,25,Muara Laboh,Jawa Tengah,2,Commercial,Postpaid
478,478,2024-12-04 23:36:15.892032,2024,12,4,10,Mataloko,Lampung,1,Residential,Prepaid
479,479,2024-08-17 08:24:15.892032,2024,8,17,21,Patuha,Lampung,4,Government,Prepaid
480,480,2024-10-29 02:21:15.892032,2024,10,29,5,Darajat,Sulawesi Utara,4,Government,Postpaid
481,481,2024-11-04 10:21:15.892032,2024,11,4,11,Paiton,Sumatera Selatan,3,Industrial,Postpaid
482,482,2024-08-09 00:48:15.892032,2024,8,9,8,Lahendong,DKI Jakarta,4,Government,Prepaid
483,483,2024-10-25 07:10:15.892032,2024,10,25,13,Tanjung Jati B,Jawa Barat,2,Commercial,Postpaid
484,484,2025-04-09 16:33:15.892032,2025,4,9,16,Tambak Lorok,Sulawesi Utara,4,Government,Postpaid
485,485,2024-11-17 10:29:15.892032,2024,11,17,21,Patuha,Lampung,1,Residential,Postpaid
486,486,2024-08-01 13:06:15.892032,2024,8,1,1,Karangkates,Jawa Timur,3,Industrial,Prepaid
487,487,2024-09-11 17:16:15.892032,2024,9,11,16,Tambak Lorok,Sulawesi Utara,3,Industrial,Prepaid
488,488,2024-11-27 22:08:15.892032,2024,11,27,9,Ulumbu,Sulawesi Selatan,3,Industrial,Prepaid
489,489,2024-12-30 22:25:15.892032,2024,12,30,6,Wayang Windu,NTT,2,Commercial,Prepaid
490,490,2025-05-07 14:42:15.892032,2025,5,7,2,Cirata,Jawa Barat,1,Residential,Postpaid
491,491,2025-02-16 04:35:15.892032,2025,2,16,18,Jeneponto,Banten,1,Residential,Postpaid
492,492,2024-10-26 17:28:15.892032,2024,10,26,18,Jeneponto,Banten,2,Commercial,Postpaid
493,493,2024-11-25 05:51:15.892032,2024,11,25,10,Mataloko,Lampung,1,Residential,Postpaid
494,494,2025-03-17 16:10:15.892032,2025,3,17,25,Muara Laboh,Jawa Tengah,1,Residential,Prepaid
495,495,2025-01-13 15:41:15.892032,2025,1,13,4,Kamojang,Sumatera Utara,4,Government,Prepaid
496,496,2025-03-16 00:27:15.892032,2025,3,16,15,Muara Karang,Sumatera Utara,2,Commercial,Postpaid
497,497,2024-06-20 09:42:15.892032,2024,6,20,24,Rantau Dedap,Jawa Barat,1,Residential,Postpaid
