id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,regulation_id,Regulation_Name,Regulation_Authority
191,191,2023-09-27 12:17:05.504745,2023,9,27,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
192,192,2023-07-30 19:58:05.504745,2023,7,30,11,Paiton,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
193,193,2023-05-09 09:05:05.504745,2023,5,9,7,Sibayak,Banten,6,Water Quality Standard 2023,Ministry of Environment and Forestry
194,194,2024-05-03 07:37:05.504745,2024,5,3,14,Grati,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
195,195,2022-11-20 14:54:05.504745,2022,11,20,5,Darajat,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
196,196,2023-05-05 11:21:05.504745,2023,5,5,15,Muara Karang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
197,197,2022-12-14 23:57:05.504745,2022,12,14,25,Muara Laboh,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
198,198,2025-04-08 11:39:05.504745,2025,4,8,1,Karangkates,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
199,199,2023-02-19 17:00:05.504745,2023,2,19,9,Ulumbu,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
200,200,2022-07-03 12:15:05.504745,2022,7,3,25,Muara Laboh,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
201,201,2023-04-01 09:44:05.504745,2023,4,1,23,Sorik Marapi,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
202,202,2025-04-22 14:42:05.504745,2025,4,22,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
203,203,2025-02-19 14:17:05.504745,2025,2,19,21,Patuha,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
204,204,2024-04-15 11:58:05.504745,2024,4,15,5,Darajat,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
205,205,2022-06-20 20:23:05.504745,2022,6,20,5,Darajat,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
206,206,2024-11-03 15:37:05.504745,2024,11,3,9,Ulumbu,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
207,207,2022-06-25 13:24:05.504745,2022,6,25,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
208,208,2024-04-25 22:52:05.504745,2024,4,25,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
209,209,2024-09-21 11:02:05.504745,2024,9,21,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
210,210,2023-12-28 01:03:05.504745,2023,12,28,8,Lahendong,DKI Jakarta,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
211,211,2023-02-13 22:59:05.504745,2023,2,13,8,Lahendong,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
212,212,2023-06-28 04:15:05.504745,2023,6,28,22,Dieng,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
213,213,2024-10-31 10:46:05.504745,2024,10,31,17,Sidrap,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
214,214,2022-07-31 05:18:05.504745,2022,7,31,12,Suralaya,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
215,215,2022-07-31 08:43:05.504745,2022,7,31,3,Saguling,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
216,216,2022-07-15 21:20:05.504745,2022,7,15,25,Muara Laboh,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
217,217,2022-12-02 02:01:05.504745,2022,12,2,3,Saguling,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
218,218,2022-06-25 19:06:05.504745,2022,6,25,7,Sibayak,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
219,219,2024-11-15 07:00:05.504745,2024,11,15,17,Sidrap,NTT,6,Water Quality Standard 2023,Ministry of Environment and Forestry
220,220,2025-02-02 21:06:05.504745,2025,2,2,3,Saguling,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
221,221,2024-07-12 06:20:05.504745,2024,7,12,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
222,222,2022-12-14 14:17:05.504745,2022,12,14,8,Lahendong,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
223,223,2023-02-20 07:03:05.504745,2023,2,20,3,Saguling,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
224,224,2024-05-20 22:10:05.504745,2024,5,20,11,Paiton,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
225,225,2024-03-22 04:37:05.504745,2024,3,22,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
226,226,2023-12-18 16:58:05.504745,2023,12,18,24,Rantau Dedap,Jawa Barat,2,Environmental Permit No. 123/2024,Regional Environmental Agency
227,227,2024-02-14 15:24:05.504745,2024,2,14,22,Dieng,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
228,228,2024-02-22 07:06:05.504745,2024,2,22,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
229,229,2023-04-16 11:42:05.504745,2023,4,16,25,Muara Laboh,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
230,230,2024-02-27 09:22:05.504745,2024,2,27,10,Mataloko,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
231,231,2024-12-13 11:39:05.504745,2024,12,13,20,Gunung Salak,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
232,232,2024-10-01 10:24:05.504745,2024,10,1,19,Likupang,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
233,233,2024-07-15 07:28:05.504745,2024,7,15,8,Lahendong,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
234,234,2024-12-05 12:06:05.504745,2024,12,5,19,Likupang,DKI Jakarta,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
235,235,2023-12-04 09:02:05.504745,2023,12,4,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
236,236,2023-07-09 03:34:05.504745,2023,7,9,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
237,237,2023-08-22 18:32:05.504745,2023,8,22,17,Sidrap,NTT,3,Safety Standard ISO 45001,National Standardization Agency
238,238,2024-06-09 04:47:05.504745,2024,6,9,11,Paiton,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
239,239,2023-12-26 15:19:05.504745,2023,12,26,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
240,240,2024-07-14 19:02:05.504745,2024,7,14,14,Grati,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
241,241,2022-12-01 13:54:05.504745,2022,12,1,21,Patuha,Lampung,6,Water Quality Standard 2023,Ministry of Environment and Forestry
242,242,2025-03-05 09:47:05.504745,2025,3,5,6,Wayang Windu,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
243,243,2023-09-08 22:07:05.504745,2023,9,8,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
244,244,2023-11-03 17:13:05.504745,2023,11,3,6,Wayang Windu,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
245,245,2024-10-25 20:26:05.504745,2024,10,25,2,Cirata,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
246,246,2024-12-08 10:38:05.504745,2024,12,8,18,Jeneponto,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
247,247,2024-05-26 07:01:05.504745,2024,5,26,22,Dieng,Sumatera Selatan,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
248,248,2022-06-11 23:33:05.504745,2022,6,11,12,Suralaya,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
249,249,2023-12-06 20:45:05.504745,2023,12,6,14,Grati,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
250,250,2022-08-04 09:00:05.504745,2022,8,4,22,Dieng,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
251,251,2022-09-07 00:38:05.504745,2022,9,7,25,Muara Laboh,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
252,252,2024-06-07 07:02:05.504745,2024,6,7,18,Jeneponto,Banten,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
253,253,2022-12-30 13:25:05.504745,2022,12,30,9,Ulumbu,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
254,254,2025-05-03 15:47:05.504745,2025,5,3,16,Tambak Lorok,Sulawesi Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
255,255,2023-05-28 06:56:05.504745,2023,5,28,14,Grati,Jawa Tengah,6,Water Quality Standard 2023,Ministry of Environment and Forestry
256,256,2024-02-08 13:19:05.504745,2024,2,8,15,Muara Karang,Sumatera Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
257,257,2023-11-05 17:25:05.504745,2023,11,5,1,Karangkates,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
258,258,2022-07-01 14:24:05.504745,2022,7,1,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
259,259,2023-01-16 04:37:05.504745,2023,1,16,24,Rantau Dedap,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
260,260,2024-12-03 05:06:05.504745,2024,12,3,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
261,261,2022-08-25 09:47:05.504745,2022,8,25,14,Grati,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
262,262,2023-08-07 18:24:05.504745,2023,8,7,12,Suralaya,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
263,263,2025-04-09 07:43:05.504745,2025,4,9,4,Kamojang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
264,264,2022-12-02 10:19:05.504745,2022,12,2,10,Mataloko,Lampung,2,Environmental Permit No. 123/2024,Regional Environmental Agency
265,265,2022-09-30 05:37:05.504745,2022,9,30,7,Sibayak,Banten,6,Water Quality Standard 2023,Ministry of Environment and Forestry
266,266,2025-04-04 00:00:05.504745,2025,4,4,11,Paiton,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
267,267,2024-09-30 08:56:05.504745,2024,9,30,1,Karangkates,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
268,268,2024-10-22 18:47:05.504745,2024,10,22,10,Mataloko,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
269,269,2022-09-24 16:18:05.504745,2022,9,24,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
270,270,2025-03-29 10:09:05.504745,2025,3,29,2,Cirata,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
271,271,2022-08-02 16:00:05.504745,2022,8,2,21,Patuha,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
272,272,2023-12-10 13:44:05.504745,2023,12,10,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
273,273,2023-03-30 20:57:05.504745,2023,3,30,19,Likupang,DKI Jakarta,3,Safety Standard ISO 45001,National Standardization Agency
274,274,2023-04-16 06:23:05.504745,2023,4,16,14,Grati,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
275,275,2023-04-14 15:57:05.504745,2023,4,14,1,Karangkates,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
276,276,2024-06-11 11:57:05.504745,2024,6,11,23,Sorik Marapi,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
277,277,2023-08-22 23:32:05.504745,2023,8,22,16,Tambak Lorok,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
278,278,2022-12-01 00:26:05.504745,2022,12,1,21,Patuha,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
279,279,2023-07-31 00:25:05.504745,2023,7,31,22,Dieng,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
280,280,2024-06-25 15:56:05.504745,2024,6,25,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
281,281,2024-08-08 17:47:05.504745,2024,8,8,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
282,282,2023-11-16 02:40:05.504745,2023,11,16,14,Grati,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
283,283,2024-10-21 07:52:05.504745,2024,10,21,17,Sidrap,NTT,6,Water Quality Standard 2023,Ministry of Environment and Forestry
284,284,2023-07-23 16:50:05.504745,2023,7,23,23,Sorik Marapi,Jawa Timur,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
285,285,2022-12-06 12:08:05.504745,2022,12,6,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
286,286,2024-10-18 03:17:05.504745,2024,10,18,23,Sorik Marapi,Jawa Timur,3,Safety Standard ISO 45001,National Standardization Agency
287,287,2023-11-14 16:09:05.504745,2023,11,14,17,Sidrap,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
288,288,2023-02-11 22:23:05.504745,2023,2,11,18,Jeneponto,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
289,289,2024-07-29 19:27:05.504745,2024,7,29,23,Sorik Marapi,Jawa Timur,6,Water Quality Standard 2023,Ministry of Environment and Forestry
290,290,2024-12-04 23:05:05.504745,2024,12,4,25,Muara Laboh,Jawa Tengah,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
291,291,2023-07-24 12:25:05.504745,2023,7,24,17,Sidrap,NTT,2,Environmental Permit No. 123/2024,Regional Environmental Agency
292,292,2023-11-05 14:19:05.504745,2023,11,5,16,Tambak Lorok,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
293,293,2023-04-01 06:11:05.504745,2023,4,1,13,Tanjung Jati B,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
294,294,2022-11-11 22:53:05.504745,2022,11,11,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
295,295,2025-01-07 00:07:05.504745,2025,1,7,10,Mataloko,Lampung,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
296,296,2023-08-06 06:21:05.504745,2023,8,6,21,Patuha,Lampung,3,Safety Standard ISO 45001,National Standardization Agency
297,297,2025-03-01 08:40:05.504745,2025,3,1,8,Lahendong,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
298,298,2022-09-21 01:57:05.504745,2022,9,21,22,Dieng,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
299,299,2024-11-19 21:47:05.504745,2024,11,19,4,Kamojang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
300,300,2022-09-16 10:08:05.504745,2022,9,16,22,Dieng,Sumatera Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
301,301,2023-09-21 10:16:05.504745,2023,9,21,16,Tambak Lorok,Sulawesi Utara,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
302,302,2023-08-22 09:06:05.504745,2023,8,22,11,Paiton,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
303,303,2023-01-21 10:14:05.504745,2023,1,21,15,Muara Karang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
304,304,2023-06-20 18:34:05.504745,2023,6,20,24,Rantau Dedap,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
305,305,2024-08-18 19:54:05.504745,2024,8,18,19,Likupang,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
306,306,2023-05-11 12:33:05.504745,2023,5,11,9,Ulumbu,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
307,307,2025-05-14 11:22:05.504745,2025,5,14,6,Wayang Windu,NTT,3,Safety Standard ISO 45001,National Standardization Agency
308,308,2025-05-26 01:27:05.504745,2025,5,26,20,Gunung Salak,Sulawesi Selatan,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
309,309,2023-09-18 17:38:05.504745,2023,9,18,20,Gunung Salak,Sulawesi Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
310,310,2023-05-17 18:20:05.504745,2023,5,17,13,Tanjung Jati B,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
311,311,2023-12-04 03:57:05.504745,2023,12,4,8,Lahendong,DKI Jakarta,2,Environmental Permit No. 123/2024,Regional Environmental Agency
312,312,2022-06-14 23:22:05.504745,2022,6,14,24,Rantau Dedap,Jawa Barat,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
313,313,2022-10-04 02:38:05.504745,2022,10,4,18,Jeneponto,Banten,3,Safety Standard ISO 45001,National Standardization Agency
314,314,2023-04-16 18:04:05.504745,2023,4,16,3,Saguling,Jawa Tengah,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
315,315,2023-10-05 14:59:05.504745,2023,10,5,16,Tambak Lorok,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
316,316,2023-12-18 22:14:05.504745,2023,12,18,15,Muara Karang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
317,317,2024-08-04 09:55:05.504745,2024,8,4,8,Lahendong,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
318,318,2024-10-17 23:01:05.504745,2024,10,17,16,Tambak Lorok,Sulawesi Utara,3,Safety Standard ISO 45001,National Standardization Agency
319,319,2022-06-05 22:11:05.504745,2022,6,5,16,Tambak Lorok,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
320,320,2022-09-17 10:22:05.504745,2022,9,17,3,Saguling,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
321,321,2023-03-28 08:49:05.504745,2023,3,28,1,Karangkates,Jawa Timur,2,Environmental Permit No. 123/2024,Regional Environmental Agency
322,322,2022-11-13 12:46:05.504745,2022,11,13,13,Tanjung Jati B,Jawa Barat,3,Safety Standard ISO 45001,National Standardization Agency
323,323,2023-08-13 13:03:05.504745,2023,8,13,11,Paiton,Sumatera Selatan,2,Environmental Permit No. 123/2024,Regional Environmental Agency
324,324,2023-05-18 23:02:05.504745,2023,5,18,3,Saguling,Jawa Tengah,2,Environmental Permit No. 123/2024,Regional Environmental Agency
325,325,2024-01-24 07:03:05.504745,2024,1,24,22,Dieng,Sumatera Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
326,326,2024-07-28 17:25:05.504745,2024,7,28,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
327,327,2024-07-24 00:15:05.504745,2024,7,24,9,Ulumbu,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
328,328,2024-12-07 15:35:05.504745,2024,12,7,21,Patuha,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
329,329,2024-04-26 08:21:05.504745,2024,4,26,19,Likupang,DKI Jakarta,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
330,330,2024-11-04 18:21:05.504745,2024,11,4,21,Patuha,Lampung,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
331,331,2024-02-11 00:28:05.504745,2024,2,11,24,Rantau Dedap,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
332,332,2025-01-11 18:43:05.504745,2025,1,11,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
333,333,2025-05-02 12:15:05.504745,2025,5,2,23,Sorik Marapi,Jawa Timur,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
334,334,2025-05-14 12:11:05.504745,2025,5,14,21,Patuha,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
335,335,2024-09-07 03:12:05.504745,2024,9,7,22,Dieng,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
336,336,2022-09-19 03:03:05.504745,2022,9,19,17,Sidrap,NTT,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
337,337,2023-02-10 19:59:05.504745,2023,2,10,8,Lahendong,DKI Jakarta,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
338,338,2023-08-08 08:08:05.504745,2023,8,8,16,Tambak Lorok,Sulawesi Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
339,339,2022-08-20 16:25:05.504745,2022,8,20,18,Jeneponto,Banten,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
340,340,2023-12-21 21:41:05.504745,2023,12,21,7,Sibayak,Banten,3,Safety Standard ISO 45001,National Standardization Agency
341,341,2022-12-27 16:53:05.504745,2022,12,27,20,Gunung Salak,Sulawesi Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
342,342,2022-08-16 18:00:05.504745,2022,8,16,20,Gunung Salak,Sulawesi Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
343,343,2024-04-26 12:14:05.504745,2024,4,26,13,Tanjung Jati B,Jawa Barat,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
344,344,2022-07-19 18:35:05.504745,2022,7,19,8,Lahendong,DKI Jakarta,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
345,345,2023-08-25 02:01:05.504745,2023,8,25,20,Gunung Salak,Sulawesi Selatan,3,Safety Standard ISO 45001,National Standardization Agency
346,346,2022-10-29 23:45:05.504745,2022,10,29,18,Jeneponto,Banten,6,Water Quality Standard 2023,Ministry of Environment and Forestry
347,347,2025-04-30 03:35:05.504745,2025,4,30,16,Tambak Lorok,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
348,348,2023-03-05 05:09:05.504745,2023,3,5,12,Suralaya,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
349,349,2024-07-04 22:47:05.504745,2024,7,4,23,Sorik Marapi,Jawa Timur,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
350,350,2023-11-01 05:07:05.504745,2023,11,1,16,Tambak Lorok,Sulawesi Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
351,351,2023-04-05 15:09:05.504745,2023,4,5,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
352,352,2025-02-27 07:38:05.504745,2025,2,27,6,Wayang Windu,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
353,353,2024-03-02 19:48:05.504745,2024,3,2,12,Suralaya,Jawa Timur,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
354,354,2023-05-16 01:53:05.504745,2023,5,16,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
355,355,2023-06-25 19:56:05.504745,2023,6,25,2,Cirata,Jawa Barat,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
356,356,2025-04-30 05:25:05.504745,2025,4,30,5,Darajat,Sulawesi Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
357,357,2024-07-16 08:58:05.504745,2024,7,16,15,Muara Karang,Sumatera Utara,6,Water Quality Standard 2023,Ministry of Environment and Forestry
358,358,2024-02-01 04:29:05.504745,2024,2,1,4,Kamojang,Sumatera Utara,2,Environmental Permit No. 123/2024,Regional Environmental Agency
359,359,2025-01-23 23:48:05.504745,2025,1,23,2,Cirata,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
360,360,2022-05-29 19:33:05.504745,2022,5,29,21,Patuha,Lampung,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
361,361,2023-09-25 23:59:05.504745,2023,9,25,15,Muara Karang,Sumatera Utara,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
362,362,2024-11-25 11:13:05.504745,2024,11,25,11,Paiton,Sumatera Selatan,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
363,363,2023-10-16 07:06:05.504745,2023,10,16,3,Saguling,Jawa Tengah,5,Operational License No. 789/SK/2023,State Electricity Company (PLN)
364,364,2024-07-23 12:26:05.504745,2024,7,23,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
365,365,2023-03-05 07:35:05.504745,2023,3,5,25,Muara Laboh,Jawa Tengah,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
366,366,2023-05-27 11:06:05.504745,2023,5,27,13,Tanjung Jati B,Jawa Barat,6,Water Quality Standard 2023,Ministry of Environment and Forestry
367,367,2024-12-02 10:10:05.504745,2024,12,2,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
368,368,2024-11-14 13:43:05.504745,2024,11,14,20,Gunung Salak,Sulawesi Selatan,6,Water Quality Standard 2023,Ministry of Environment and Forestry
369,369,2023-12-16 19:40:05.504745,2023,12,16,22,Dieng,Sumatera Selatan,3,Safety Standard ISO 45001,National Standardization Agency
370,370,2023-08-15 06:04:05.504745,2023,8,15,4,Kamojang,Sumatera Utara,3,Safety Standard ISO 45001,National Standardization Agency
371,371,2025-02-28 07:10:05.504745,2025,2,28,17,Sidrap,NTT,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
372,372,2023-05-14 00:52:05.504745,2023,5,14,17,Sidrap,NTT,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
373,373,2024-08-24 19:45:05.504745,2024,8,24,5,Darajat,Sulawesi Utara,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
374,374,2022-06-12 04:50:05.504745,2022,6,12,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
375,375,2023-05-11 02:08:05.504745,2023,5,11,6,Wayang Windu,NTT,3,Safety Standard ISO 45001,National Standardization Agency
376,376,2023-06-05 09:58:05.504745,2023,6,5,13,Tanjung Jati B,Jawa Barat,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
377,377,2024-10-24 01:46:05.504745,2024,10,24,22,Dieng,Sumatera Selatan,7,Air Emission Standards 2024,Ministry of Energy and Mineral Resources
378,378,2024-04-29 18:29:05.504745,2024,4,29,19,Likupang,DKI Jakarta,6,Water Quality Standard 2023,Ministry of Environment and Forestry
379,379,2022-07-30 13:08:05.504745,2022,7,30,15,Muara Karang,Sumatera Utara,4,Renewable Energy Tariff Regulation 2025,Local Government Energy Office
380,380,2023-12-26 05:19:05.504745,2023,12,26,7,Sibayak,Banten,1,Grid Code Rev. 4.1,Ministry of Energy and Mineral Resources
381,381,2025-03-06 13:27:05.504745,2025,3,6,14,Grati,Jawa Tengah,3,Safety Standard ISO 45001,National Standardization Agency
