id,time_id,Time_Date,Time_Year,Time_Month,Time_Day,site_id,Site_Name,Site_Location,energy_type_id,Energy_Type_Name,weather_id,Weather_Condition,Weather_Temperature,equipment_id,Equipment_Name,Equipment_Type,Equipment_Rated_Capacity,Equipment_Operational_Status,electricity_Production(kWh)
142,142,2025-05-26 19:32:43.797236,2025,5,26,17,Sidrap,NTT,1,PLTS,5,Rain Showers,25.5,6,PLTS Panel B-Series X,Inverter,941.85,Standby,1364.19
143,143,2024-11-23 06:00:43.797236,2024,11,23,2,Cirata,Jawa Barat,4,PLTG,1,Clear,16.7,96,Binary Cycle Plant GeoFlow,Heat Exchanger,649.5,Maintenance,699.47
144,144,2023-07-16 04:06:43.797236,2023,7,16,7,Sibayak,Banten,4,PLTG,3,Cloudy,36.1,37,Binary Cycle Plant GeoFlow,Steam Turbine,223.49,Operational,610.43
145,145,2024-04-05 17:35:43.797236,2024,4,5,15,Muara Karang,Sumatera Utara,2,PLTB,6,Thunderstorm,15.1,88,Gearbox PLTBMaster,Gearbox,269.1,Maintenance,1173.54
146,146,2025-05-26 03:25:43.797236,2025,5,26,23,Sorik Marapi,Jawa Timur,3,PLTA,8,Hazy,16.6,2,Kaplan Turbine FlowMax,Turbine,314.54,Operational,643.44
147,147,2024-09-24 12:10:43.797236,2024,9,24,13,Tanjung Jati B,Jawa Barat,6,PLTG,7,Foggy,12.0,57,PLTG Generator CAT D1000,Generator Set,1610.28,Failed,535.07
148,148,2025-04-28 10:12:43.797236,2025,4,28,8,Lahendong,DKI Jakarta,4,PLTG,2,Partly Cloudy,27.7,15,Wellhead Unit AlphaTherm,Wellhead,703.78,Maintenance,285.23
149,149,2024-11-18 04:16:43.797236,2024,11,18,25,Muara Laboh,Jawa Tengah,2,PLTB,3,Cloudy,11.7,76,PLTB Turbine Vestas V120,Nacelle,429.45,Failed,560.86
150,150,2023-10-21 01:28:43.797236,2023,10,21,25,Muara Laboh,Jawa Tengah,4,PLTG,3,Cloudy,26.4,22,Binary Cycle Plant GeoFlow,Wellhead,684.72,Operational,912.63
151,151,2025-04-14 14:26:43.797236,2025,4,14,4,Kamojang,Sumatera Utara,5,PLTG,3,Cloudy,10.1,16,Pelletizer BioFuel,Feeder System,616.89,Operational,265.95
152,152,2024-08-20 01:44:43.797236,2024,8,20,4,Kamojang,Sumatera Utara,5,PLTG,7,Foggy,29.6,41,Steam Turbine BioSteam Z,Turbine,350.31,Standby,179.12
153,153,2025-03-29 14:37:43.797236,2025,3,29,1,Karangkates,Jawa Timur,4,PLTG,2,Partly Cloudy,37.0,28,Binary Cycle Plant GeoFlow,Heat Exchanger,577.32,Standby,1393.29
154,154,2024-10-31 21:37:43.797236,2024,10,31,6,Wayang PLTBu,NTT,3,PLTA,5,Rain Showers,21.2,42,Pelton Wheel AquaForce,Generator,1090.28,Operational,855.41
155,155,2023-07-10 06:05:43.797236,2023,7,10,14,Grati,Jawa Tengah,6,PLTG,2,Partly Cloudy,37.3,24,PLTG Generator CAT D1000,Exhaust System,1550.05,Standby,611.11
156,156,2024-11-27 22:21:43.797236,2024,11,27,15,Muara Karang,Sumatera Utara,3,PLTA,1,Clear,35.6,46,Generator PLTAGenX,Turbine,433.55,Degraded,715.67
157,157,2024-03-09 13:22:43.797236,2024,3,9,10,Mataloko,Lampung,4,PLTG,8,Hazy,29.2,15,Wellhead Unit AlphaTherm,Wellhead,1789.8,Operational,969.68
158,158,2025-03-22 23:36:43.797236,2025,3,22,14,Grati,Jawa Tengah,3,PLTA,6,Thunderstorm,33.1,56,PLTA Turbine T-Francis,Generator,713.21,Maintenance,180.82
159,159,2023-12-06 16:53:43.797236,2023,12,6,15,Muara Karang,Sumatera Utara,6,PLTG,2,Partly Cloudy,36.1,87,Fuel Tank PetroStore 50KL,Engine,1597.36,Standby,779.89
160,160,2024-01-09 12:48:43.797236,2024,1,9,7,Sibayak,Banten,6,PLTG,3,Cloudy,29.6,58,Engine Cummins KTA50,Fuel System,138.42,Operational,346.39
161,161,2023-08-13 08:34:43.797236,2023,8,13,7,Sibayak,Banten,3,PLTA,5,Rain Showers,38.2,39,PLTA Turbine T-Francis,Turbine,1756.84,Maintenance,914.15
162,162,2024-06-11 10:15:43.797236,2024,6,11,4,Kamojang,Sumatera Utara,3,PLTA,2,Partly Cloudy,34.6,42,Pelton Wheel AquaForce,Generator,1115.13,Operational,1084.98
163,163,2023-08-02 06:56:43.797236,2023,8,2,20,Gunung Salak,Sulawesi Selatan,6,PLTG,5,Rain Showers,24.7,57,PLTG Generator CAT D1000,Generator Set,826.36,Operational,494.27
164,164,2023-07-11 11:11:43.797236,2023,7,11,7,Sibayak,Banten,1,PLTS,8,Hazy,26.2,92,Central Inverter SunGrow,Inverter,1721.24,Maintenance,1153.22
165,165,2024-07-12 08:25:43.797236,2024,7,12,13,Tanjung Jati B,Jawa Barat,2,PLTB,7,Foggy,25.8,30,PLTB Turbine G100,Turbine,355.86,Maintenance,363.95
166,166,2024-04-24 03:57:43.797236,2024,4,24,18,Jeneponto,Banten,3,PLTA,6,Thunderstorm,11.0,73,PLTA Turbine T-Francis,Turbine,1620.89,Failed,990.19
167,167,2023-11-03 16:53:43.797236,2023,11,3,10,Mataloko,Lampung,3,PLTA,7,Foggy,22.1,86,Generator PLTAGenX,Generator,1760.02,Operational,1243.88
168,168,2025-05-19 21:56:43.797236,2025,5,19,12,Suralaya,Jawa Timur,3,PLTA,5,Rain Showers,23.8,49,Kaplan Turbine FlowMax,Generator,1345.49,Failed,408.81
169,169,2023-08-06 05:47:43.797236,2023,8,6,12,Suralaya,Jawa Timur,3,PLTA,3,Cloudy,20.7,31,Generator PLTAGenX,Penstock,1199.79,Failed,1337.26
170,170,2024-02-23 04:07:43.797236,2024,2,23,9,Ulumbu,Sulawesi Selatan,6,PLTG,6,Thunderstorm,25.0,58,Engine Cummins KTA50,Fuel System,1408.96,Standby,576.46
171,171,2023-11-01 01:13:43.797236,2023,11,1,25,Muara Laboh,Jawa Tengah,3,PLTA,3,Cloudy,20.5,46,Generator PLTAGenX,Turbine,1513.06,Failed,379.18
172,172,2024-08-23 12:50:43.797236,2024,8,23,3,Saguling,Jawa Tengah,3,PLTA,3,Cloudy,39.7,45,Kaplan Turbine FlowMax,Generator,1582.46,Failed,665.31
173,173,2023-11-23 03:58:43.797236,2023,11,23,19,Likupang,DKI Jakarta,3,PLTA,1,Clear,11.4,86,Generator PLTAGenX,Generator,1911.1,Maintenance,8.9
174,174,2024-12-08 07:25:43.797236,2024,12,8,21,Patuha,Lampung,1,PLTS,5,Rain Showers,15.3,98,Inverter SolMax 5000,Inverter,303.12,Maintenance,361.69
175,175,2023-10-27 08:56:43.797236,2023,10,27,4,Kamojang,Sumatera Utara,3,PLTA,4,Overcast,33.3,85,PLTA Turbine T-Francis,Turbine,1179.31,Failed,523.62
176,176,2024-08-22 00:15:43.797236,2024,8,22,15,Muara Karang,Sumatera Utara,3,PLTA,7,Foggy,35.3,49,Kaplan Turbine FlowMax,Generator,972.97,Maintenance,1001.87
177,177,2023-06-22 02:26:43.797236,2023,6,22,25,Muara Laboh,Jawa Tengah,6,PLTG,3,Cloudy,36.8,80,Alternator PLTGGen Pro,Engine,1501.51,Standby,523.45
178,178,2025-03-23 13:06:43.797236,2025,3,23,7,Sibayak,Banten,6,PLTG,4,Overcast,19.3,54,Engine Cummins KTA50,Generator Set,1532.75,Operational,1347.91
179,179,2025-02-25 02:46:43.797236,2025,2,25,3,Saguling,Jawa Tengah,5,PLTG,3,Cloudy,16.0,65,Pelletizer BioFuel,Turbine,1051.64,Degraded,1340.26
180,180,2023-09-08 06:27:43.797236,2023,9,8,15,Muara Karang,Sumatera Utara,4,PLTG,3,Cloudy,23.9,68,Cooling Tower GeoCool,Wellhead,896.11,Standby,379.66
181,181,2024-09-29 21:30:43.797236,2024,9,29,22,Dieng,Sumatera Selatan,3,PLTA,1,Clear,39.4,94,Generator PLTAGenX,Spillway Gate,1831.45,Failed,618.83
182,182,2024-08-15 18:23:43.797236,2024,8,15,10,Mataloko,Lampung,6,PLTG,5,Rain Showers,30.5,84,Engine Cummins KTA50,Exhaust System,1939.76,Standby,114.92
183,183,2025-04-16 02:28:43.797236,2025,4,16,24,Rantau Dedap,Jawa Barat,6,PLTG,2,Partly Cloudy,12.3,24,PLTG Generator CAT D1000,Exhaust System,714.7,Failed,170.09
184,184,2025-03-02 19:40:43.797236,2025,3,2,21,Patuha,Lampung,2,PLTB,2,Partly Cloudy,39.5,12,PLTB Turbine G100,Nacelle,1423.81,Operational,179.87
185,185,2025-04-23 13:00:43.797236,2025,4,23,10,Mataloko,Lampung,2,PLTB,8,Hazy,35.3,91,PLTB Turbine G100,Turbine,1990.86,Standby,247.53
186,186,2023-07-23 20:57:43.797236,2023,7,23,2,Cirata,Jawa Barat,3,PLTA,7,Foggy,29.6,73,PLTA Turbine T-Francis,Turbine,1887.02,Maintenance,301.96
187,187,2023-09-18 15:11:43.797236,2023,9,18,10,Mataloko,Lampung,6,PLTG,1,Clear,21.9,78,Fuel Tank PetroStore 50KL,Exhaust System,1117.08,Maintenance,362.04
188,188,2024-11-21 13:36:43.797236,2024,11,21,17,Sidrap,NTT,6,PLTG,8,Hazy,16.0,35,PLTG Generator CAT D1000,Generator Set,297.36,Operational,40.31
189,189,2023-11-23 21:46:43.797236,2023,11,23,7,Sibayak,Banten,5,PLTG,4,Overcast,12.7,9,Gasifier WoodChip X200,Feeder System,1765.13,Failed,1235.61
190,190,2025-04-09 11:21:43.797236,2025,4,9,22,Dieng,Sumatera Selatan,6,PLTG,8,Hazy,30.1,29,PLTG Generator CAT D1000,Engine,1163.81,Failed,269.41
191,191,2023-10-21 05:29:43.797236,2023,10,21,1,Karangkates,Jawa Timur,4,PLTG,2,Partly Cloudy,24.0,11,Steam Turbine GeoPower X1,Steam Turbine,985.72,Standby,888.93
192,192,2023-11-02 23:49:43.797236,2023,11,2,18,Jeneponto,Banten,6,PLTG,6,Thunderstorm,19.0,93,Fuel Tank PetroStore 50KL,Exhaust System,974.79,Failed,597.28
193,193,2024-12-01 10:01:43.797236,2024,12,1,1,Karangkates,Jawa Timur,6,PLTG,8,Hazy,29.2,69,Engine Cummins KTA50,Engine,201.41,Maintenance,1078.26
194,194,2023-12-25 19:09:43.797236,2023,12,25,15,Muara Karang,Sumatera Utara,1,PLTS,6,Thunderstorm,11.8,81,PLTS Panel Array Alpha,Inverter,388.3,Failed,311.08
195,195,2023-09-05 15:50:43.797236,2023,9,5,4,Kamojang,Sumatera Utara,4,PLTG,5,Rain Showers,11.6,8,Steam Turbine GeoPower X1,Wellhead,1882.1,Operational,1370.75
196,196,2023-09-04 16:18:43.797236,2023,9,4,8,Lahendong,DKI Jakarta,6,PLTG,5,Rain Showers,33.8,29,PLTG Generator CAT D1000,Engine,1884.16,Maintenance,1373.33
197,197,2024-07-16 10:06:43.797236,2024,7,16,16,Tambak Lorok,Sulawesi Utara,5,PLTG,7,Foggy,17.4,26,Pelletizer BioFuel,Feeder System,1822.21,Maintenance,1405.23
198,198,2024-08-24 00:08:43.797236,2024,8,24,14,Grati,Jawa Tengah,3,PLTA,5,Rain Showers,29.3,86,Generator PLTAGenX,Generator,1368.43,Standby,425.31
199,199,2025-04-22 07:14:43.797236,2025,4,22,11,Paiton,Sumatera Selatan,6,PLTG,8,Hazy,24.3,84,Engine Cummins KTA50,Exhaust System,1045.43,Operational,534.31
200,200,2023-06-04 06:07:43.797236,2023,6,4,8,Lahendong,DKI Jakarta,6,PLTG,8,Hazy,12.5,19,Alternator PLTGGen Pro,Engine,1793.13,Standby,261.1
201,201,2024-06-10 22:55:43.797236,2024,6,10,14,Grati,Jawa Tengah,1,PLTS,7,Foggy,15.4,23,Central Inverter SunGrow,Tracker,631.48,Failed,792.93
202,202,2023-07-12 05:27:43.797236,2023,7,12,17,Sidrap,NTT,4,PLTG,7,Foggy,10.7,48,Binary Cycle Plant GeoFlow,Condenser,489.46,Degraded,1270.42
203,203,2025-05-19 09:31:43.797236,2025,5,19,11,Paiton,Sumatera Selatan,2,PLTB,2,Partly Cloudy,25.2,20,PLTB Turbine G100,Nacelle,730.61,Failed,259.41
204,204,2023-10-04 12:03:43.797236,2023,10,4,9,Ulumbu,Sulawesi Selatan,6,PLTG,5,Rain Showers,17.8,93,Fuel Tank PetroStore 50KL,Exhaust System,1676.74,Maintenance,238.55
205,205,2025-03-30 08:25:43.797236,2025,3,30,6,Wayang PLTBu,NTT,3,PLTA,5,Rain Showers,28.3,73,PLTA Turbine T-Francis,Turbine,255.36,Failed,487.17
206,206,2024-11-24 08:29:43.797236,2024,11,24,15,Muara Karang,Sumatera Utara,3,PLTA,1,Clear,13.4,31,Generator PLTAGenX,Penstock,116.07,Degraded,618.37
207,207,2023-08-10 01:37:43.797236,2023,8,10,8,Lahendong,DKI Jakarta,1,PLTS,2,Partly Cloudy,27.2,61,PLTS Panel B-Series X,Mounting System,1561.01,Maintenance,228.29
208,208,2025-04-21 08:04:43.797236,2025,4,21,17,Sidrap,NTT,4,PLTG,2,Partly Cloudy,13.1,48,Binary Cycle Plant GeoFlow,Condenser,1434.2,Maintenance,1110.66
209,209,2024-02-28 14:11:43.797236,2024,2,28,17,Sidrap,NTT,5,PLTG,8,Hazy,18.5,33,Steam Turbine BioSteam Z,Feeder System,711.5,Degraded,257.34
210,210,2023-08-05 06:12:43.797236,2023,8,5,22,Dieng,Sumatera Selatan,3,PLTA,4,Overcast,10.9,7,Generator PLTAGenX,Spillway Gate,1959.3,Operational,760.41
211,211,2023-08-29 02:05:43.797236,2023,8,29,2,Cirata,Jawa Barat,2,PLTB,5,Rain Showers,10.2,89,PLTB Turbine Vestas V120,Generator,1475.51,Degraded,150.68
212,212,2024-01-05 20:18:43.797236,2024,1,5,5,Darajat,Sulawesi Utara,6,PLTG,5,Rain Showers,25.2,57,PLTG Generator CAT D1000,Generator Set,771.3,Degraded,250.39
213,213,2024-06-08 07:15:43.797236,2024,6,8,2,Cirata,Jawa Barat,5,PLTG,8,Hazy,22.2,90,Steam Turbine BioSteam Z,Gasifier,999.97,Standby,1469.87
214,214,2025-02-13 09:37:43.797236,2025,2,13,8,Lahendong,DKI Jakarta,3,PLTA,4,Overcast,35.1,85,PLTA Turbine T-Francis,Turbine,996.32,Degraded,1325.43
215,215,2023-05-28 21:42:43.797236,2023,5,28,5,Darajat,Sulawesi Utara,3,PLTA,1,Clear,29.2,74,Generator PLTAGenX,Spillway Gate,609.81,Operational,1095.05
216,216,2024-05-07 09:13:43.797236,2024,5,7,2,Cirata,Jawa Barat,2,PLTB,8,Hazy,38.4,89,PLTB Turbine Vestas V120,Generator,1226.41,Degraded,1052.28
217,217,2023-07-25 07:04:43.797236,2023,7,25,11,Paiton,Sumatera Selatan,4,PLTG,7,Foggy,10.9,96,Binary Cycle Plant GeoFlow,Heat Exchanger,1253.57,Maintenance,1007.69
218,218,2024-03-17 18:37:43.797236,2024,3,17,6,Wayang PLTBu,NTT,5,PLTG,4,Overcast,11.5,33,Steam Turbine BioSteam Z,Feeder System,1272.7,Maintenance,699.09
219,219,2025-01-17 23:58:43.797236,2025,1,17,24,Rantau Dedap,Jawa Barat,4,PLTG,4,Overcast,21.2,15,Wellhead Unit AlphaTherm,Wellhead,1542.22,Maintenance,1027.56
220,220,2024-02-04 15:28:43.797236,2024,2,4,17,Sidrap,NTT,3,PLTA,4,Overcast,34.3,56,PLTA Turbine T-Francis,Generator,814.0,Degraded,1131.51
221,221,2024-08-29 22:11:43.797236,2024,8,29,20,Gunung Salak,Sulawesi Selatan,5,PLTG,7,Foggy,11.7,47,PLTG Boiler BioBurn R1,Boiler,569.83,Failed,1177.11
222,222,2024-06-04 01:41:43.797236,2024,6,4,23,Sorik Marapi,Jawa Timur,3,PLTA,1,Clear,21.1,97,PLTA Turbine T-Francis,Generator,623.01,Standby,1254.53
223,223,2023-07-04 01:30:43.797236,2023,7,4,18,Jeneponto,Banten,1,PLTS,3,Cloudy,37.6,34,Inverter SolMax 5000,Tracker,399.08,Operational,541.55
224,224,2025-01-06 17:24:43.797236,2025,1,6,24,Rantau Dedap,Jawa Barat,1,PLTS,1,Clear,15.4,34,Inverter SolMax 5000,Tracker,1683.67,Failed,685.07
225,225,2024-07-11 18:58:43.797236,2024,7,11,12,Suralaya,Jawa Timur,4,PLTG,6,Thunderstorm,15.4,11,Steam Turbine GeoPower X1,Steam Turbine,1824.72,Degraded,265.54
226,226,2024-01-24 00:37:43.797236,2024,1,24,25,Muara Laboh,Jawa Tengah,5,PLTG,8,Hazy,32.6,33,Steam Turbine BioSteam Z,Feeder System,209.02,Maintenance,481.64
227,227,2025-02-25 01:58:43.797236,2025,2,25,12,Suralaya,Jawa Timur,6,PLTG,7,Foggy,28.2,69,Engine Cummins KTA50,Engine,617.73,Operational,883.63
228,228,2024-11-12 11:43:43.797236,2024,11,12,22,Dieng,Sumatera Selatan,4,PLTG,7,Foggy,39.9,10,Wellhead Unit AlphaTherm,Wellhead,1748.76,Standby,147.04
229,229,2024-11-23 10:45:43.797236,2024,11,23,3,Saguling,Jawa Tengah,6,PLTG,7,Foggy,20.9,19,Alternator PLTGGen Pro,Engine,228.71,Operational,985.89
230,230,2023-07-09 11:20:43.797236,2023,7,9,6,Wayang PLTBu,NTT,5,PLTG,6,Thunderstorm,37.7,26,Pelletizer BioFuel,Feeder System,1750.81,Failed,214.27
231,231,2024-10-26 22:02:43.797236,2024,10,26,16,Tambak Lorok,Sulawesi Utara,3,PLTA,8,Hazy,11.3,49,Kaplan Turbine FlowMax,Generator,879.93,Standby,984.99
232,232,2023-11-09 09:48:43.797236,2023,11,9,18,Jeneponto,Banten,5,PLTG,1,Clear,33.8,72,Steam Turbine BioSteam Z,Turbine,1240.13,Operational,402.82
233,233,2024-02-28 06:47:43.797236,2024,2,28,11,Paiton,Sumatera Selatan,1,PLTS,2,Partly Cloudy,27.1,95,PLTS Panel B-Series X,Tracker,837.31,Failed,108.1
234,234,2024-12-16 01:00:43.797236,2024,12,16,25,Muara Laboh,Jawa Tengah,3,PLTA,2,Partly Cloudy,21.2,70,Generator PLTAGenX,Generator,1858.19,Maintenance,909.36
235,235,2025-02-08 09:30:43.797236,2025,2,8,19,Likupang,DKI Jakarta,1,PLTS,3,Cloudy,39.8,99,Central Inverter SunGrow,Photovoltaic Panel,468.67,Standby,177.58
236,236,2025-05-17 02:27:43.797236,2025,5,17,9,Ulumbu,Sulawesi Selatan,2,PLTB,3,Cloudy,21.2,59,Blade Set AeroPro,Turbine,960.2,Failed,804.35
237,237,2023-11-23 00:30:43.797236,2023,11,23,13,Tanjung Jati B,Jawa Barat,3,PLTA,4,Overcast,34.6,56,PLTA Turbine T-Francis,Generator,373.92,Maintenance,859.74
238,238,2024-04-03 22:51:43.797236,2024,4,3,3,Saguling,Jawa Tengah,6,PLTG,2,Partly Cloudy,21.6,24,PLTG Generator CAT D1000,Exhaust System,475.74,Operational,331.66
239,239,2025-01-02 15:06:43.797236,2025,1,2,23,Sorik Marapi,Jawa Timur,1,PLTS,2,Partly Cloudy,14.2,83,PLTS Panel Array Alpha,Tracker,498.85,Maintenance,205.29
240,240,2024-04-18 09:29:43.797236,2024,4,18,19,Likupang,DKI Jakarta,4,PLTG,8,Hazy,26.6,22,Binary Cycle Plant GeoFlow,Wellhead,915.03,Standby,957.7
241,241,2024-03-08 06:04:43.797236,2024,3,8,6,Wayang PLTBu,NTT,4,PLTG,6,Thunderstorm,18.0,8,Steam Turbine GeoPower X1,Wellhead,720.27,Operational,1207.57
242,242,2024-05-22 21:07:43.797236,2024,5,22,21,Patuha,Lampung,5,PLTG,8,Hazy,25.8,9,Gasifier WoodChip X200,Feeder System,1030.42,Operational,1466.89
243,243,2024-07-08 12:00:43.797236,2024,7,8,11,Paiton,Sumatera Selatan,3,PLTA,2,Partly Cloudy,11.7,85,PLTA Turbine T-Francis,Turbine,124.6,Maintenance,1330.92
244,244,2023-10-17 02:45:43.797236,2023,10,17,2,Cirata,Jawa Barat,6,PLTG,4,Overcast,22.1,19,Alternator PLTGGen Pro,Engine,708.03,Operational,1396.66
245,245,2024-09-09 14:01:43.797236,2024,9,9,7,Sibayak,Banten,6,PLTG,4,Overcast,32.6,35,PLTG Generator CAT D1000,Generator Set,224.6,Maintenance,766.62
246,246,2024-01-08 10:47:43.797236,2024,1,8,6,Wayang PLTBu,NTT,4,PLTG,6,Thunderstorm,28.0,48,Binary Cycle Plant GeoFlow,Condenser,271.59,Standby,741.43
247,247,2023-07-25 10:22:43.797236,2023,7,25,21,Patuha,Lampung,1,PLTS,5,Rain Showers,11.3,62,PLTS Panel B-Series X,Inverter,1047.09,Failed,600.02
248,248,2023-06-28 10:01:43.797236,2023,6,28,18,Jeneponto,Banten,4,PLTG,7,Foggy,15.8,27,Binary Cycle Plant GeoFlow,Wellhead,553.87,Degraded,1190.77
249,249,2024-11-16 12:11:43.797236,2024,11,16,22,Dieng,Sumatera Selatan,1,PLTS,2,Partly Cloudy,12.2,92,Central Inverter SunGrow,Inverter,242.3,Degraded,998.51
250,250,2024-08-18 09:36:43.797236,2024,8,18,8,Lahendong,DKI Jakarta,1,PLTS,4,Overcast,35.1,32,PLTS Panel B-Series X,Photovoltaic Panel,852.35,Operational,1209.73
251,251,2024-06-16 14:47:43.797236,2024,6,16,8,Lahendong,DKI Jakarta,3,PLTA,8,Hazy,22.9,77,Kaplan Turbine FlowMax,Generator,701.65,Degraded,432.72
252,252,2023-10-03 11:45:43.797236,2023,10,3,2,Cirata,Jawa Barat,2,PLTB,3,Cloudy,20.7,38,PLTB Turbine Vestas V120,Generator,854.75,Degraded,871.05
253,253,2025-05-07 05:49:43.797236,2025,5,7,12,Suralaya,Jawa Timur,1,PLTS,7,Foggy,33.0,52,PLTS Panel Array Alpha,Tracker,1774.59,Operational,1070.12
254,254,2024-12-28 16:07:43.797236,2024,12,28,11,Paiton,Sumatera Selatan,4,PLTG,4,Overcast,22.3,28,Binary Cycle Plant GeoFlow,Heat Exchanger,812.08,Degraded,1173.68
255,255,2023-06-27 09:53:43.797236,2023,6,27,23,Sorik Marapi,Jawa Timur,3,PLTA,1,Clear,36.4,39,PLTA Turbine T-Francis,Turbine,539.77,Standby,699.65
256,256,2023-07-14 06:03:43.797236,2023,7,14,2,Cirata,Jawa Barat,2,PLTB,4,Overcast,18.4,64,Gearbox PLTBMaster,Turbine,1398.71,Maintenance,217.39
257,257,2024-09-01 21:17:43.797236,2024,9,1,24,Rantau Dedap,Jawa Barat,6,PLTG,6,Thunderstorm,33.3,66,Alternator PLTGGen Pro,Exhaust System,931.97,Failed,110.52
258,258,2024-12-17 04:47:43.797236,2024,12,17,16,Tambak Lorok,Sulawesi Utara,3,PLTA,4,Overcast,31.2,73,PLTA Turbine T-Francis,Turbine,638.14,Maintenance,1108.89
259,259,2024-12-23 22:37:43.797236,2024,12,23,5,Darajat,Sulawesi Utara,6,PLTG,6,Thunderstorm,33.9,69,Engine Cummins KTA50,Engine,1987.45,Operational,220.5
260,260,2024-10-12 07:37:43.797236,2024,10,12,13,Tanjung Jati B,Jawa Barat,2,PLTB,4,Overcast,13.0,64,Gearbox PLTBMaster,Turbine,1052.63,Degraded,47.84
261,261,2023-09-24 10:55:43.797236,2023,9,24,17,Sidrap,NTT,1,PLTS,5,Rain Showers,39.3,98,Inverter SolMax 5000,Inverter,1723.97,Failed,354.14
262,262,2024-03-04 19:07:43.797236,2024,3,4,14,Grati,Jawa Tengah,1,PLTS,8,Hazy,31.8,92,Central Inverter SunGrow,Inverter,1047.97,Failed,616.25
263,263,2024-04-11 03:52:43.797236,2024,4,11,15,Muara Karang,Sumatera Utara,4,PLTG,7,Foggy,27.1,28,Binary Cycle Plant GeoFlow,Heat Exchanger,1304.21,Degraded,1074.04
264,264,2024-07-11 07:42:43.797236,2024,7,11,15,Muara Karang,Sumatera Utara,2,PLTB,5,Rain Showers,36.8,67,PLTB Turbine Vestas V120,Generator,936.98,Degraded,1211.97
265,265,2023-08-18 15:36:43.797236,2023,8,18,24,Rantau Dedap,Jawa Barat,3,PLTA,4,Overcast,24.0,74,Generator PLTAGenX,Spillway Gate,673.09,Operational,817.18
266,266,2024-06-24 12:34:43.797236,2024,6,24,5,Darajat,Sulawesi Utara,2,PLTB,4,Overcast,22.0,91,PLTB Turbine G100,Turbine,277.52,Degraded,1137.13
267,267,2023-06-14 08:33:43.797236,2023,6,14,7,Sibayak,Banten,3,PLTA,3,Cloudy,16.3,73,PLTA Turbine T-Francis,Turbine,367.37,Standby,87.72
268,268,2024-08-16 02:02:43.797236,2024,8,16,7,Sibayak,Banten,6,PLTG,6,Thunderstorm,18.6,66,Alternator PLTGGen Pro,Exhaust System,219.54,Failed,274.38
269,269,2025-04-07 10:28:43.797236,2025,4,7,20,Gunung Salak,Sulawesi Selatan,3,PLTA,3,Cloudy,13.4,46,Generator PLTAGenX,Turbine,622.39,Failed,1136.65
270,270,2025-03-22 23:20:43.797236,2025,3,22,3,Saguling,Jawa Tengah,2,PLTB,7,Foggy,19.9,91,PLTB Turbine G100,Turbine,1159.95,Degraded,655.06
271,271,2025-05-05 04:37:43.797236,2025,5,5,3,Saguling,Jawa Tengah,3,PLTA,2,Partly Cloudy,31.3,39,PLTA Turbine T-Francis,Turbine,1581.46,Operational,253.34
272,272,2023-08-09 13:39:43.797236,2023,8,9,21,Patuha,Lampung,1,PLTS,8,Hazy,32.8,23,Central Inverter SunGrow,Tracker,965.33,Degraded,887.16
273,273,2025-04-02 06:47:43.797236,2025,4,2,18,Jeneponto,Banten,2,PLTB,8,Hazy,28.3,88,Gearbox PLTBMaster,Gearbox,1687.85,Degraded,1200.2
274,274,2024-07-04 13:16:43.797236,2024,7,4,8,Lahendong,DKI Jakarta,3,PLTA,5,Rain Showers,21.3,25,Pelton Wheel AquaForce,Spillway Gate,1828.45,Failed,678.64
275,275,2024-02-19 06:32:43.797236,2024,2,19,20,Gunung Salak,Sulawesi Selatan,6,PLTG,7,Foggy,26.8,80,Alternator PLTGGen Pro,Engine,1773.48,Operational,253.33
276,276,2024-04-27 23:26:43.797236,2024,4,27,2,Cirata,Jawa Barat,2,PLTB,2,Partly Cloudy,35.1,12,PLTB Turbine G100,Nacelle,696.22,Degraded,790.25
277,277,2024-04-09 13:13:43.797236,2024,4,9,13,Tanjung Jati B,Jawa Barat,3,PLTA,8,Hazy,13.5,85,PLTA Turbine T-Francis,Turbine,1615.91,Degraded,893.49
278,278,2025-05-09 23:40:43.797236,2025,5,9,9,Ulumbu,Sulawesi Selatan,3,PLTA,2,Partly Cloudy,37.8,63,PLTA Turbine T-Francis,Penstock,177.4,Operational,1187.2
279,279,2024-08-10 11:00:43.797236,2024,8,10,24,Rantau Dedap,Jawa Barat,1,PLTS,7,Foggy,24.0,99,Central Inverter SunGrow,Photovoltaic Panel,1479.83,Failed,175.19
280,280,2023-11-11 14:17:43.797236,2023,11,11,17,Sidrap,NTT,4,PLTG,1,Clear,30.5,8,Steam Turbine GeoPower X1,Wellhead,1450.22,Operational,342.98
281,281,2025-01-02 00:52:43.797236,2025,1,2,10,Mataloko,Lampung,2,PLTB,8,Hazy,35.2,67,PLTB Turbine Vestas V120,Generator,1101.02,Maintenance,694.56
282,282,2025-02-27 18:41:43.797236,2025,2,27,20,Gunung Salak,Sulawesi Selatan,3,PLTA,8,Hazy,22.5,85,PLTA Turbine T-Francis,Turbine,259.3,Failed,1477.04
283,283,2023-09-02 10:03:43.797236,2023,9,2,1,Karangkates,Jawa Timur,4,PLTG,3,Cloudy,36.0,5,Binary Cycle Plant GeoFlow,Heat Exchanger,1229.47,Maintenance,1125.05
